Prog,Lit,Intervalo,Metric,Time,Mass
0,~a_4,"[0,9055-1,0000]",0.9823,13.43,0.9788
1,~d_16,"[0,9704-1,0000]",0.9848,11.77,0.9823
2,a_0,"[0,8620-1,0000]",0.9840,9.31,0.9768
2,a_5,"[0,7949-1,0000]",0.9884,9.39,0.9768
2,~a_7,"[0,8154-0,8882]",0.9819,9.72,0.9768
4,d_14,"[0,9348-1,0000]",0.9732,19.94,0.9681
4,~a_5,"[0,9384-1,0000]",0.9730,20.06,0.9681
5,a_3,"[0,9530-1,0000]",0.9748,16.07,0.9738
6,d_13,"[0,8548-1,0000]",0.9773,10.83,0.9746
8,d_14,"[0,8441-1,0000]",0.9763,20.50,0.9694
8,a_6,"[0,7962-1,0000]",0.9829,20.35,0.9694
10,~d_17,"[0,9382-1,0000]",0.9773,19.02,0.9735
10,a_7,"[0,1283-0,3618]",0.9821,19.02,0.9735
10,~a_8,"[0,8251-0,9183]",0.9777,19.14,0.9735
13,~d_9,"[0,9016-1,0000]",0.9829,14.04,0.9789
14,d_15,"[0,7789-1,0000]",0.9947,10.29,0.9869
15,~d_11,"[0,9722-1,0000]",0.9723,14.12,0.9722
15,~a_7,"[0,0966-0,1256]",0.9732,14.22,0.9722
16,d_14,"[0,9475-1,0000]",0.9869,7.62,0.9843
16,~a_8,"[0,0000-0,0804]",0.9876,7.69,0.9843
17,a_1,"[0,9795-1,0000]",0.9796,12.71,0.9796
17,a_8,"[0,8982-0,9599]",0.9821,12.73,0.9796
19,a_1,"[0,7874-1,0000]",0.9868,13.23,0.9790
19,a_8,"[0,9118-0,9929]",0.9827,13.60,0.9790
20,a_7,"[0,8232-1,0000]",0.9770,4.37,0.9671
21,~a_1,"[0,8523-1,0000]",0.9799,13.50,0.9747
21,~a_9,"[0,0858-0,1399]",0.9787,13.61,0.9747
22,d_9,"[0,9193-1,0000]",0.9758,14.79,0.9732
22,a_7,"[0,9079-0,9985]",0.9760,14.85,0.9732
22,~a_8,"[0,0297-0,2345]",0.9838,14.75,0.9732
24,~d_16,"[0,8496-1,0000]",0.9881,7.67,0.9835
25,~a_8,"[0,0773-0,1206]",0.9859,13.06,0.9810
25,a_7,"[0,7367-0,7568]",0.9819,13.15,0.9810
26,a_7,"[0,2956-0,3838]",0.9850,12.77,0.9804
27,a_5,"[0,8912-1,0000]",0.9798,14.96,0.9757
28,~d_16,"[0,9550-1,0000]",0.9766,8.75,0.9741
29,d_17,"[0,8799-1,0000]",0.9774,16.29,0.9707
30,a_0,"[0,9595-1,0000]",0.9900,5.83,0.9851
30,~a_9,"[0,8534-0,9465]",0.9906,5.95,0.9851
30,a_9,"[0,0535-0,1466]",0.9906,5.89,0.9851
31,a_7,"[0,6450-0,9160]",0.9894,12.04,0.9784
33,d_13,"[0,8857-1,0000]",0.9795,7.99,0.9759
33,a_9,"[0,9655-0,9975]",0.9782,8.08,0.9759
33,~a_9,"[0,0025-0,0345]",0.9782,8.04,0.9759
35,d_14,"[0,8793-1,0000]",0.9865,13.41,0.9815
35,a_8,"[0,1426-0,3335]",0.9887,13.46,0.9815
36,a_2,"[0,9548-1,0000]",0.9892,10.43,0.9869
37,a_9,"[0,0436-0,3624]",0.9855,20.57,0.9773
39,~a_1,"[0,9717-1,0000]",0.9800,14.75,0.9787
40,a_3,"[0,9638-1,0000]",0.9808,12.71,0.9771
41,d_16,"[0,9534-1,0000]",0.9836,12.34,0.9816
41,a_8,"[0,7492-0,9996]",0.9896,12.48,0.9816
41,a_7,"[0,7302-0,9578]",0.9900,12.56,0.9816
42,d_10,"[0,9829-1,0000]",0.9839,9.63,0.9835
42,~a_7,"[0,6422-0,6807]",0.9856,9.88,0.9835
43,a_2,"[0,9680-1,0000]",0.9763,14.48,0.9753
43,a_8,"[0,7819-0,9998]",0.9863,14.62,0.9753
44,d_10,"[0,9689-1,0000]",0.9717,15.36,0.9709
45,~d_11,"[0,9718-1,0000]",0.9795,9.77,0.9778
45,~a_8,"[0,1716-0,2470]",0.9814,10.41,0.9778
45,a_8,"[0,7530-0,8284]",0.9814,10.40,0.9778
46,d_13,"[0,9816-1,0000]",0.9816,8.88,0.9816
46,a_5,"[0,9735-1,0000]",0.9841,8.93,0.9816
46,~a_7,"[0,1206-0,1395]",0.9822,8.84,0.9816
47,~a_7,"[0,8860-1,0000]",0.9767,14.07,0.9685
47,~a_9,"[0,7820-0,8529]",0.9707,14.47,0.9685
49,a_0,"[0,7812-1,0000]",0.9818,15.25,0.9732
50,a_3,"[0,9204-1,0000]",0.9811,21.00,0.9763
51,d_14,"[0,9677-1,0000]",0.9753,18.92,0.9738
53,~a_9,"[0,0053-0,2030]",0.9888,9.68,0.9783
54,a_4,"[0,9468-1,0000]",0.9730,8.16,0.9699
54,~a_8,"[0,7788-0,8917]",0.9797,8.23,0.9699
57,d_10,"[0,9782-1,0000]",0.9808,11.10,0.9800
57,a_6,"[0,7797-1,0000]",0.9886,11.13,0.9800
