Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,0127-1,0000]",0.0141,3.85,0.0177
0,a_7,"[0,0177-1,0000]",0.0177,3.91,0.0177
0,~a_7,"[0,0000-0,9823]",0.0177,3.98,0.0177
1,a_4,"[0,0112-1,0000]",0.0112,33.72,0.0112
1,a_7,"[0,0003-0,9900]",0.0126,34.67,0.0112
2,~d_10,"[0,0176-1,0000]",0.0176,6.48,0.0176
2,~a_8,"[0,0030-0,9855]",0.0176,6.72,0.0176
3,~d_9,"[0,0121-1,0000]",0.0121,9.55,0.0121
3,a_7,"[0,0000-0,9879]",0.0121,9.83,0.0121
4,~d_10,"[0,0380-1,0000]",0.0380,15.31,0.0380
5,a_3,"[0,0057-1,0000]",0.0057,2.41,0.0057
5,a_8,"[0,0000-0,9955]",0.0050,2.67,0.0057
6,~a_3,"[0,0126-1,0000]",0.0160,9.27,0.0179
6,a_7,"[0,0049-0,9974]",0.0104,9.26,0.0179
6,~a_8,"[0,0000-0,9924]",0.0106,9.27,0.0179
7,d_18,"[0,4603-1,0000]",0.5902,18.63,0.4626
7,a_9,"[0,4607-0,9981]",0.4626,18.94,0.4626
8,~d_11,"[0,0338-1,0000]",0.0356,50.52,0.0358
8,a_6,"[0,0356-1,0000]",0.0360,50.41,0.0358
8,~a_7,"[0,0000-0,9644]",0.0360,51.39,0.0358
9,~a_0,"[0,0204-1,0000]",0.0204,7.82,0.0204
9,a_6,"[0,0100-1,0000]",0.0118,7.76,0.0204
9,a_7,"[0,0003-0,9903]",0.0118,7.82,0.0204
10,~d_17,"[0,0693-1,0000]",0.0693,15.85,0.0693
10,a_5,"[0,0693-1,0000]",0.0693,15.61,0.0693
10,a_7,"[0,0690-0,9997]",0.0693,16.07,0.0693
11,~d_19,"[0,0628-1,0000]",0.0756,25.66,0.0668
12,a_8,"[0,0001-0,9901]",0.0100,11.71,0.0100
13,d_15,"[0,4799-1,0000]",0.4799,9.39,0.4799
13,a_7,"[0,4718-0,9920]",0.4799,9.61,0.4799
14,~d_9,"[0,0092-1,0000]",0.0096,4.94,0.0099
15,~d_18,"[0,0099-1,0000]",0.0099,12.82,0.0099
15,a_6,"[0,0099-1,0000]",0.0099,12.78,0.0099
15,a_9,"[0,0099-1,0000]",0.0099,13.01,0.0099
16,d_10,"[0,0125-1,0000]",0.0125,6.27,0.0125
16,a_6,"[0,0125-1,0000]",0.0125,6.26,0.0125
17,d_12,"[0,0976-1,0000]",0.1069,11.81,0.1050
17,a_7,"[0,1049-1,0000]",0.1070,12.03,0.1050
17,~a_8,"[0,0001-0,9024]",0.1063,12.45,0.1050
18,~a_2,"[0,0386-1,0000]",0.0388,5.48,0.0387
18,~a_5,"[0,0387-1,0000]",0.0387,5.47,0.0387
18,a_7,"[0,0387-1,0000]",0.0387,5.58,0.0387
19,a_4,"[0,0063-1,0000]",0.0086,19.16,0.0142
19,~a_9,"[0,0113-1,0000]",0.0127,20.15,0.0142
20,~a_1,"[0,0095-1,0000]",0.0095,0.35,0.0095
20,a_5,"[0,0095-1,0000]",0.0095,0.35,0.0095
20,a_7,"[0,0053-1,0000]",0.0072,0.35,0.0095
21,d_10,"[0,0307-1,0000]",0.0355,20.71,0.0347
21,a_7,"[0,0304-1,0000]",0.0363,20.93,0.0347
21,~a_7,"[0,0000-0,9696]",0.0363,21.21,0.0347
22,d_14,"[0,0042-1,0000]",0.0042,24.35,0.0042
22,a_7,"[0,0040-1,0000]",0.0043,25.20,0.0042
22,~a_8,"[0,0028-0,9986]",0.0042,24.36,0.0042
23,d_12,"[0,0064-1,0000]",0.0064,6.84,0.0064
24,d_13,"[0,0094-1,0000]",0.0094,12.49,0.0094
25,~d_15,"[0,0380-1,0000]",0.0380,18.00,0.0380
26,a_6,"[0,0115-1,0000]",0.0115,35.95,0.0115
26,a_8,"[0,0000-0,9893]",0.0109,37.14,0.0115
27,a_5,"[0,0450-1,0000]",0.0472,62.38,0.0468
27,a_8,"[0,0451-1,0000]",0.0558,63.02,0.0468
28,~d_16,"[0,0262-1,0000]",0.0262,10.12,0.0262
28,a_8,"[0,0145-0,9883]",0.0262,10.45,0.0262
28,~a_8,"[0,0117-0,9855]",0.0262,10.32,0.0262
29,a_6,"[0,0301-1,0000]",0.0301,12.38,0.0301
29,a_7,"[0,0301-1,0000]",0.0302,12.87,0.0301
30,d_12,"[0,0482-1,0000]",0.0482,1.65,0.0482
30,a_7,"[0,0482-1,0000]",0.0482,1.65,0.0482
30,~a_9,"[0,0482-1,0000]",0.0482,1.63,0.0482
31,a_3,"[0,0440-1,0000]",0.0467,3.94,0.0453
31,~a_6,"[0,0453-1,0000]",0.0453,3.97,0.0453
31,~a_8,"[0,0453-1,0000]",0.0453,4.47,0.0453
32,d_10,"[0,0234-1,0000]",0.0235,3.19,0.0235
32,a_8,"[0,0188-0,9965]",0.0254,3.17,0.0235
33,a_9,"[0,0007-0,9916]",0.0090,4.05,0.0090
34,d_9,"[0,0542-1,0000]",0.0542,21.72,0.0542
34,~a_8,"[0,0030-0,9489]",0.0542,22.91,0.0542
34,~a_7,"[0,0518-0,9976]",0.0542,22.79,0.0542
36,a_2,"[0,0263-1,0000]",0.0270,30.03,0.0266
36,~a_6,"[0,0266-1,0000]",0.0266,30.29,0.0266
36,a_7,"[0,0061-0,9797]",0.0268,31.13,0.0266
37,~a_5,"[0,0561-1,0000]",0.0572,78.17,0.0567
37,~a_7,"[0,0508-0,9942]",0.0567,79.74,0.0567
38,a_1,"[0,0451-1,0000]",0.0451,6.49,0.0451
39,a_4,"[0,0158-1,0000]",0.0173,2.24,0.0207
39,~a_8,"[0,0022-0,9815]",0.0208,2.45,0.0207
39,~a_7,"[0,0156-0,9949]",0.0207,2.62,0.0207
41,a_0,"[0,0970-1,0000]",0.0970,13.87,0.0970
41,a_8,"[0,0780-1,0000]",0.0922,15.21,0.0970
41,~a_8,"[0,0000-0,9220]",0.0922,15.39,0.0970
43,a_6,"[0,0101-1,0000]",0.0101,10.05,0.0101
44,~d_14,"[0,4666-1,0000]",0.4666,13.62,0.4666
44,~a_8,"[0,0007-0,5341]",0.4682,13.84,0.4666
45,d_13,"[0,0320-1,0000]",0.0320,5.35,0.0320
45,~a_7,"[0,0010-0,9691]",0.0320,5.56,0.0320
45,a_8,"[0,0225-0,9906]",0.0320,5.50,0.0320
46,a_6,"[0,0037-1,0000]",0.0037,30.57,0.0037
46,a_7,"[0,0037-1,0000]",0.0037,30.69,0.0037
47,~a_3,"[0,0066-1,0000]",0.0069,6.45,0.0068
47,~a_9,"[0,0000-0,9934]",0.0068,6.80,0.0068
48,d_9,"[0,0075-1,0000]",0.0075,34.29,0.0075
48,~a_5,"[0,0075-1,0000]",0.0075,34.20,0.0075
48,~a_7,"[0,0004-0,9929]",0.0075,37.18,0.0075
49,d_14,"[0,0063-1,0000]",0.0063,6.15,0.0064
50,~d_14,"[0,0141-1,0000]",0.0141,2.76,0.0141
50,a_6,"[0,0141-1,0000]",0.0141,2.82,0.0141
50,a_8,"[0,0002-0,9872]",0.0138,2.86,0.0141
51,~a_2,"[0,0880-1,0000]",0.0880,12.64,0.0880
51,a_6,"[0,0837-1,0000]",0.0949,12.72,0.0880
51,~a_8,"[0,0370-0,9533]",0.0949,13.39,0.0880
52,d_14,"[0,0353-1,0000]",0.0353,7.23,0.0353
53,d_10,"[0,0280-1,0000]",0.0285,16.64,0.0362
53,~a_7,"[0,0185-0,9823]",0.0362,17.03,0.0362
53,a_7,"[0,0177-0,9815]",0.0362,17.15,0.0362
54,a_2,"[0,0144-1,0000]",0.0144,1.85,0.0144
54,a_5,"[0,0114-1,0000]",0.0134,1.83,0.0144
54,~a_8,"[0,0000-0,9886]",0.0134,1.90,0.0144
55,d_16,"[0,0076-1,0000]",0.0076,3.28,0.0076
55,a_6,"[0,0076-1,0000]",0.0078,3.27,0.0076
55,a_8,"[0,0072-1,0000]",0.0073,3.50,0.0076
56,d_18,"[0,0191-1,0000]",0.0191,9.12,0.0191
56,a_8,"[0,0191-1,0000]",0.0191,9.26,0.0191
57,a_0,"[0,0394-1,0000]",0.0394,3.61,0.0394
57,a_7,"[0,0394-1,0000]",0.0394,3.86,0.0394
57,~a_7,"[0,0000-0,9606]",0.0394,3.88,0.0394
58,~a_7,"[0,0003-0,9973]",0.0052,56.11,0.0505
59,a_0,"[0,0541-1,0000]",0.0541,15.73,0.0541
59,a_7,"[0,0541-1,0000]",0.0541,16.12,0.0541
60,d_10,"[0,0100-1,0000]",0.0100,37.60,0.0100
60,a_7,"[0,0074-1,0000]",0.0082,38.20,0.0100
60,a_8,"[0,0074-1,0000]",0.0082,38.21,0.0100
61,~a_4,"[0,0169-1,0000]",0.0169,11.83,0.0169
61,a_5,"[0,0169-1,0000]",0.0169,11.95,0.0169
61,~a_8,"[0,0017-0,9853]",0.0166,12.84,0.0169
62,a_6,"[0,0270-1,0000]",0.0302,47.53,0.0313
62,a_7,"[0,0109-0,9798]",0.0321,50.77,0.0313
63,d_12,"[0,0181-1,0000]",0.0181,14.61,0.0181
63,a_8,"[0,0181-1,0000]",0.0181,14.81,0.0181
64,~d_9,"[0,0460-1,0000]",0.0460,4.56,0.0460
64,a_6,"[0,0460-1,0000]",0.0460,4.49,0.0460
64,a_7,"[0,0042-0,9582]",0.0460,4.82,0.0460
65,a_5,"[0,0169-1,0000]",0.0170,11.66,0.0171
65,a_7,"[0,0046-0,9875]",0.0171,11.89,0.0171
66,a_4,"[0,0480-1,0000]",0.0480,20.59,0.0480
66,a_7,"[0,0479-1,0000]",0.0482,21.04,0.0480
67,~a_5,"[0,0556-1,0000]",0.0556,6.04,0.0556
68,a_2,"[0,1084-1,0000]",0.1084,3.82,0.1084
68,a_8,"[0,1084-1,0000]",0.1084,3.99,0.1084
69,~d_12,"[0,0070-1,0000]",0.0075,16.12,0.0071
69,a_8,"[0,0015-0,9945]",0.0071,16.27,0.0071
70,a_0,"[0,0097-1,0000]",0.0107,10.82,0.0116
70,a_7,"[0,0028-0,9930]",0.0107,11.29,0.0116
70,a_8,"[0,0005-0,9961]",0.0065,11.28,0.0116
71,a_4,"[0,0349-1,0000]",0.0349,14.78,0.0349
72,a_2,"[0,0455-1,0000]",0.0455,15.86,0.0455
72,a_7,"[0,0101-0,9646]",0.0455,16.46,0.0455
72,~a_8,"[0,0453-0,9999]",0.0455,16.30,0.0455
73,~a_3,"[0,0107-1,0000]",0.0107,7.90,0.0107
73,~a_6,"[0,0099-1,0000]",0.0108,7.97,0.0107
73,a_8,"[0,0099-1,0000]",0.0108,8.22,0.0107
74,a_2,"[0,0472-1,0000]",0.0472,30.87,0.0472
74,~a_5,"[0,0472-1,0000]",0.0473,30.65,0.0472
74,a_8,"[0,0061-0,9589]",0.0472,31.90,0.0472
76,a_7,"[0,0086-1,0000]",0.0086,27.16,0.0086
76,a_8,"[0,0086-1,0000]",0.0086,27.36,0.0086
77,a_1,"[0,0447-1,0000]",0.0508,16.66,0.0482
77,a_6,"[0,0482-1,0000]",0.0485,16.69,0.0482
77,~a_9,"[0,0014-0,9566]",0.0515,18.97,0.0482
78,~d_14,"[0,0094-1,0000]",0.0094,11.21,0.0094
78,~a_7,"[0,0079-1,0000]",0.0086,11.26,0.0094
78,~a_8,"[0,0036-0,9952]",0.0087,11.57,0.0094
79,a_6,"[0,0069-1,0000]",0.0077,11.84,0.0352
79,~a_8,"[0,0001-0,9648]",0.0352,12.68,0.0352
80,a_7,"[0,0238-0,9953]",0.0365,27.04,0.0314
81,~d_16,"[0,0543-1,0000]",0.0675,13.03,0.0609
82,~a_1,"[0,0155-1,0000]",0.0155,5.83,0.0155
82,a_5,"[0,0144-1,0000]",0.0147,5.90,0.0155
82,~a_7,"[0,0005-0,9850]",0.0155,6.23,0.0155
83,a_7,"[0,0010-0,9599]",0.0412,7.94,0.0412
84,a_3,"[0,0520-1,0000]",0.0520,15.43,0.0520
84,~a_7,"[0,0006-0,9491]",0.0526,15.99,0.0520
85,d_17,"[0,0067-1,0000]",0.0067,45.00,0.0067
85,a_8,"[0,0006-0,9965]",0.0052,46.43,0.0067
86,d_10,"[0,0124-1,0000]",0.0130,26.39,0.0131
86,~a_7,"[0,0131-1,0000]",0.0131,27.09,0.0131
86,a_7,"[0,0000-0,9869]",0.0131,27.60,0.0131
87,a_7,"[0,4297-1,0000]",0.4339,12.03,0.4304
87,~a_7,"[0,0000-0,5703]",0.4339,12.19,0.4304
88,~a_1,"[0,0136-1,0000]",0.0136,21.32,0.0136
88,a_5,"[0,0135-1,0000]",0.0136,21.42,0.0136
88,~a_7,"[0,0000-0,9865]",0.0136,22.03,0.0136
89,d_10,"[0,0331-1,0000]",0.0333,10.25,0.0331
89,a_6,"[0,0242-1,0000]",0.0323,10.46,0.0331
89,a_8,"[0,0000-0,9759]",0.0323,10.70,0.0331
90,~a_8,"[0,0079-0,9960]",0.0120,9.23,0.0120
91,a_9,"[0,0129-1,0000]",0.0148,32.90,0.0138
91,a_7,"[0,0116-0,9978]",0.0138,33.87,0.0138
92,a_0,"[0,0662-1,0000]",0.0662,6.01,0.0662
92,~a_8,"[0,0048-1,0000]",0.0065,6.11,0.0662
93,a_0,"[0,0101-1,0000]",0.0101,16.15,0.0101
93,~a_8,"[0,0000-0,9902]",0.0099,16.41,0.0101
94,a_3,"[0,0120-1,0000]",0.0120,17.65,0.0120
95,d_13,"[0,0463-1,0000]",0.0508,7.74,0.0507
96,~d_17,"[0,0080-1,0000]",0.0080,9.56,0.0080
