Prog,Lit,Intervalo,Metric,Time,Mass
0,d_16,"[0,8960-1,0000]",0.9515,0.99,0.9461
0,a_8,"[0,8175-0,9620]",0.9730,0.98,0.9461
0,a_7,"[0,8130-0,9589]",0.9618,0.98,0.9461
3,~d_16,"[0,9036-1,0000]",0.9531,1.25,0.9394
3,a_7,"[0,8370-0,9285]",0.9530,1.22,0.9394
3,~a_7,"[0,0715-0,1630]",0.9530,1.19,0.9394
6,d_14,"[0,8778-1,0000]",0.9627,0.85,0.9557
6,a_5,"[0,9390-1,0000]",0.9627,0.87,0.9557
6,a_7,"[0,9390-1,0000]",0.9627,0.85,0.9557
7,~a_4,"[0,9325-1,0000]",0.9397,1.22,0.9325
8,a_7,"[0,8991-1,0000]",0.9552,1.16,0.9365
9,d_14,"[0,8556-1,0000]",0.9372,1.11,0.9227
11,~a_3,"[0,8897-1,0000]",0.9420,1.50,0.9321
13,d_17,"[0,9022-1,0000]",0.9643,1.33,0.9592
14,a_0,"[0,9153-1,0000]",0.9243,1.38,0.9223
15,a_6,"[0,7535-1,0000]",0.9803,1.23,0.9566
15,a_9,"[0,8072-0,9946]",0.9603,1.28,0.9566
16,a_1,"[0,9206-1,0000]",0.9694,0.93,0.9675
16,a_7,"[0,7467-0,9706]",0.9782,0.95,0.9675
17,a_1,"[0,9062-1,0000]",0.9434,1.25,0.9341
18,a_4,"[0,9422-1,0000]",0.9428,1.25,0.9422
20,a_10,"[0,8219-1,0000]",0.9571,0.60,0.9436
20,a_7,"[0,8430-1,0000]",0.9546,0.54,0.9436
21,~a_2,"[0,9347-1,0000]",0.9627,0.66,0.9546
21,a_9,"[0,8573-0,9478]",0.9704,0.72,0.9546
22,a_8,"[0,0573-0,3359]",0.9635,1.37,0.9217
23,d_17,"[0,7415-1,0000]",0.9555,0.99,0.9351
25,d_12,"[0,9043-1,0000]",0.9519,1.26,0.9432
25,~a_8,"[0,0000-0,1744]",0.9509,1.22,0.9432
28,a_8,"[0,0193-0,0979]",0.9575,0.97,0.9524
34,a_5,"[0,9015-1,0000]",0.9502,0.93,0.9357
34,~a_8,"[0,0421-0,1406]",0.9496,0.99,0.9357
35,d_17,"[0,8953-1,0000]",0.9523,0.95,0.9410
36,d_14,"[0,9520-1,0000]",0.9557,0.92,0.9520
36,~a_6,"[0,9399-1,0000]",0.9612,0.97,0.9520
36,~a_8,"[0,0452-0,1053]",0.9577,1.02,0.9520
37,~d_18,"[0,8713-1,0000]",0.9470,1.98,0.9306
38,a_7,"[0,0737-0,2426]",0.9688,1.11,0.9633
39,d_13,"[0,9260-1,0000]",0.9721,0.95,0.9555
40,a_6,"[0,8722-1,0000]",0.9572,0.78,0.9457
41,a_5,"[0,9425-1,0000]",0.9445,1.04,0.9433
43,d_11,"[0,7132-1,0000]",0.9922,1.16,0.9594
44,d_13,"[0,8875-1,0000]",0.9584,1.00,0.9553
47,~a_7,"[0,8638-1,0000]",0.9523,1.38,0.9385
47,a_9,"[0,0839-0,2125]",0.9466,1.45,0.9385
48,d_17,"[0,8087-1,0000]",0.9318,1.37,0.9248
48,a_7,"[0,8433-1,0000]",0.9478,1.44,0.9248
50,d_11,"[0,9449-1,0000]",0.9517,1.08,0.9499
50,~a_7,"[0,0715-0,1403]",0.9580,1.08,0.9499
50,a_7,"[0,8597-0,9285]",0.9580,1.10,0.9499
51,~d_18,"[0,9279-1,0000]",0.9300,1.26,0.9291
