Prog,Lit,Exact,Time
294,d_10,"[1,0000-1,0000]",8.52
294,a_7,"[1,0000-1,0000]",8.44
295,a_8,"[0,9647-1,0000]",3.75
295,~a_7,"[0,8117-0,8117]",3.89
296,~a_5,"[0,8079-1,0000]",40.02
297,a_3,"[1,0000-1,0000]",11.22
297,a_8,"[0,9714-0,9741]",11.94
298,d_11,"[1,0000-1,0000]",0.81
298,~a_6,"[1,0000-1,0000]",0.79
298,~a_7,"[0,0000-0,0020]",0.87
299,a_3,"[0,9907-1,0000]",14.64
