Prog,Lit,Intervalo,Metric,Time,Mass
41,~a_8,"[0,8809-0,9319]",0.9524,0.55,0.9499
42,d_11,"[0,8323-1,0000]",0.9679,0.40,0.9525
42,a_6,"[0,9464-1,0000]",0.9571,0.41,0.9525
42,a_7,"[0,0027-0,0502]",0.9525,0.42,0.9525
43,d_16,"[0,9745-1,0000]",0.9745,0.62,0.9745
43,a_8,"[0,9242-0,9497]",0.9745,0.65,0.9745
43,~a_8,"[0,0503-0,0758]",0.9745,0.64,0.9745
44,~d_17,"[0,9677-1,0000]",0.9677,0.76,0.9677
44,a_5,"[0,8578-1,0000]",0.9826,0.79,0.9677
44,a_7,"[0,9251-0,9574]",0.9677,0.79,0.9677
45,d_10,"[0,9760-1,0000]",0.9760,1.07,0.9760
46,~a_0,"[0,9620-1,0000]",0.9686,0.39,0.9663
46,a_6,"[0,9663-1,0000]",0.9663,0.40,0.9663
46,~a_7,"[0,0000-0,0337]",0.9663,0.40,0.9663
47,d_11,"[0,9815-1,0000]",0.9815,0.55,0.9815
47,~a_7,"[0,9000-1,0000]",0.9850,0.57,0.9815
48,a_2,"[0,8130-1,0000]",0.9642,1.15,0.9592
48,a_8,"[0,7683-0,9958]",0.9660,1.20,0.9592
48,~a_7,"[0,0225-0,0633]",0.9592,1.23,0.9592
49,d_16,"[0,9591-1,0000]",0.9591,0.72,0.9591
49,a_8,"[0,9591-1,0000]",0.9591,0.71,0.9591
