Prog,Lit,Intervalo,Metric,Time,Mass
0,d_67,"[0,0595-1,0000]",0.0703,21.27,0.1152
0,~a_13,"[0,1135-1,0000]",0.1212,21.28,0.1152
2,d_39,"[0,1187-1,0000]",0.1349,24.71,0.1269
2,~a_19,"[0,1127-1,0000]",0.1607,24.83,0.1269
2,a_15,"[0,1193-1,0000]",0.1643,25.40,0.1269
3,d_75,"[0,6152-1,0000]",0.6670,23.61,0.6741
4,d_59,"[0,0282-1,0000]",0.0282,23.74,0.0282
5,d_33,"[0,0657-1,0000]",0.0754,23.43,0.1264
6,~d_42,"[0,0495-1,0000]",0.0510,23.34,0.0510
8,a_17,"[0,5711-0,9999]",0.6897,26.10,0.6107
9,d_21,"[0,7255-1,0000]",0.7448,23.43,0.7260
11,a_20,"[0,0444-0,9999]",0.0563,23.96,0.0659
12,a_7,"[0,0689-1,0000]",0.0690,23.14,0.0691
12,a_19,"[0,0063-0,9375]",0.0690,24.33,0.0691
13,~d_22,"[0,0599-1,0000]",0.0605,23.24,0.0611
14,~a_18,"[0,0012-0,9668]",0.0365,22.40,0.0407
16,d_30,"[0,1579-1,0000]",0.1659,21.14,0.1629
17,d_68,"[0,0135-1,0000]",0.0142,20.84,0.0187
17,a_18,"[0,0020-0,9995]",0.0035,21.98,0.0187
19,d_63,"[0,1118-1,0000]",0.1176,19.07,0.1174
19,a_16,"[0,0050-0,9421]",0.0741,19.44,0.1174
19,~a_16,"[0,0579-0,9950]",0.0741,19.39,0.1174
20,~d_30,"[0,0351-1,0000]",0.0354,18.89,0.0359
20,a_18,"[0,0001-0,9751]",0.0290,19.03,0.0359
22,d_44,"[0,0787-1,0000]",0.1029,18.68,0.1130
23,~d_45,"[0,7164-1,0000]",0.7878,19.06,0.7219
25,d_59,"[0,0479-1,0000]",0.0514,19.18,0.0522
26,~d_54,"[0,7393-1,0000]",0.7755,18.97,0.7444
29,a_20,"[0,0043-0,9983]",0.0092,19.64,0.1060
30,a_14,"[0,0417-1,0000]",0.0469,18.83,0.0541
31,d_50,"[0,0292-1,0000]",0.0295,19.03,0.0357
32,d_59,"[0,1638-1,0000]",0.1652,19.10,0.1639
34,d_69,"[0,0377-1,0000]",0.0478,18.82,0.0443
35,d_37,"[0,0968-1,0000]",0.1046,18.80,0.1483
36,~d_44,"[0,7316-1,0000]",0.7338,18.77,0.7320
37,d_44,"[0,1001-1,0000]",0.1019,18.81,0.1123
39,d_68,"[0,1354-1,0000]",0.1370,18.87,0.1357
40,d_55,"[0,6225-1,0000]",0.6529,19.34,0.6252
40,a_10,"[0,6201-1,0000]",0.7389,19.25,0.6252
40,a_18,"[0,6144-1,0000]",0.8460,21.05,0.6252
41,~a_1,"[0,6286-1,0000]",0.6517,18.94,0.6531
41,a_17,"[0,0594-0,4308]",0.6565,19.77,0.6531
42,a_11,"[0,5076-1,0000]",0.5198,18.89,0.5143
42,~a_19,"[0,5101-0,9976]",0.5223,19.10,0.5143
43,a_6,"[0,0185-1,0000]",0.0209,18.92,0.0245
43,a_18,"[0,0146-0,9982]",0.0200,19.19,0.0245
44,d_58,"[0,0655-1,0000]",0.0703,18.71,0.1051
44,a_19,"[0,0008-0,9362]",0.0758,19.21,0.1051
44,~a_17,"[0,0510-0,9545]",0.1007,18.82,0.1051
47,d_42,"[0,0722-1,0000]",0.0853,18.89,0.1296
47,a_15,"[0,0693-0,9957]",0.1013,24.31,0.1296
49,a_15,"[0,5246-1,0000]",0.5306,19.93,0.5250
50,a_8,"[0,1287-1,0000]",0.1288,18.61,0.1288
50,a_11,"[0,0778-1,0000]",0.0867,18.64,0.1288
50,a_18,"[0,0565-0,9354]",0.1278,19.74,0.1288
52,a_15,"[0,1259-0,9998]",0.1612,23.36,0.1784
57,d_39,"[0,0870-1,0000]",0.0878,18.86,0.0878
60,a_6,"[0,1291-1,0000]",0.1294,18.33,0.1293
61,d_32,"[0,0586-1,0000]",0.0675,18.52,0.0651
63,~d_66,"[0,0886-1,0000]",0.0886,19.07,0.0886
63,~a_16,"[0,0062-0,9272]",0.1028,19.59,0.0886
64,d_36,"[0,1336-1,0000]",0.1349,19.16,0.1341
64,~a_19,"[0,1287-1,0000]",0.1497,20.31,0.1341
65,d_43,"[0,0810-1,0000]",0.0998,18.99,0.0959
65,~a_18,"[0,0065-0,9190]",0.0916,20.61,0.0959
66,a_13,"[0,0159-1,0000]",0.0167,19.50,0.0426
66,a_15,"[0,0145-1,0000]",0.0166,19.60,0.0426
68,a_19,"[0,0008-0,9727]",0.0342,19.86,0.0384
69,a_8,"[0,1648-1,0000]",0.1803,18.82,0.1759
71,d_37,"[0,0226-1,0000]",0.0249,18.77,0.0242
71,a_14,"[0,0140-1,0000]",0.0190,18.81,0.0242
72,d_29,"[0,1124-1,0000]",0.1128,19.01,0.1128
72,a_19,"[0,0253-0,9661]",0.0679,19.49,0.1128
73,d_25,"[0,0744-1,0000]",0.0753,18.86,0.0746
73,~a_11,"[0,0181-1,0000]",0.0209,18.89,0.0746
73,a_15,"[0,0254-0,9984]",0.0289,19.74,0.0746
74,d_68,"[0,0821-1,0000]",0.0831,18.71,0.0827
74,a_19,"[0,0566-0,9999]",0.0590,19.19,0.0827
74,~a_19,"[0,0001-0,9434]",0.0590,19.35,0.0827
75,d_41,"[0,0252-1,0000]",0.0254,18.96,0.0317
75,a_15,"[0,0016-0,9834]",0.0214,19.91,0.0317
75,~a_17,"[0,0066-0,9994]",0.0083,19.76,0.0317
77,d_39,"[0,0916-1,0000]",0.0973,19.25,0.0934
78,~d_58,"[0,0656-1,0000]",0.0771,19.05,0.0815
78,~a_17,"[0,0286-0,9494]",0.0909,19.54,0.0815
81,d_57,"[0,0915-1,0000]",0.0920,17.92,0.0924
82,a_7,"[0,0395-1,0000]",0.0410,17.76,0.0702
83,~d_63,"[0,0661-1,0000]",0.0834,18.14,0.0849
86,a_4,"[0,1212-1,0000]",0.1312,17.60,0.1295
87,~a_23,"[0,0934-1,0000]",0.0938,17.89,0.0935
88,~a_15,"[0,5136-0,9391]",0.7479,18.16,0.6405
91,d_31,"[0,1019-1,0000]",0.1078,17.99,0.1073
92,~d_52,"[0,0569-1,0000]",0.0575,17.72,0.0576
92,a_20,"[0,0180-0,9999]",0.0197,18.50,0.0576
93,d_73,"[0,0697-1,0000]",0.0741,18.04,0.1100
95,~d_24,"[0,0947-1,0000]",0.0956,17.40,0.0947
96,a_17,"[0,0084-0,9769]",0.0337,18.34,0.0651
98,d_77,"[0,0167-1,0000]",0.0169,17.99,0.0209
100,~a_11,"[0,0880-1,0000]",0.0941,18.32,0.0953
100,a_17,"[0,0001-0,9836]",0.0258,19.62,0.0953
101,d_50,"[0,6005-1,0000]",0.6686,17.62,0.6043
