Prog,Lit,Intervalo,Metric,Time,Mass
175,~a_8,"[0,0000-0,8986]",0.1253,14.00,0.1117
176,d_13,"[0,0813-1,0000]",0.0813,11.74,0.0813
177,a_4,"[0,2730-1,0000]",0.3170,16.59,0.3906
177,~a_6,"[0,3904-1,0000]",0.3938,16.31,0.3906
177,a_8,"[0,1525-1,0000]",0.2023,16.29,0.3906
179,a_7,"[0,0005-0,9883]",0.0146,18.25,0.0655
180,~d_10,"[0,1715-1,0000]",0.1845,19.19,0.1750
180,~a_8,"[0,0636-0,9999]",0.0776,19.08,0.1750
181,~a_2,"[0,1178-1,0000]",0.1284,11.09,0.1369
182,a_1,"[0,9948-1,0000]",1.0569,16.32,1.0145
182,a_7,"[0,8553-0,9999]",1.3669,16.24,1.0145
183,d_12,"[0,2922-1,0000]",0.3340,12.89,0.4077
184,a_8,"[0,1491-1,0000]",0.1605,2.74,0.2372
186,a_8,"[0,0017-0,9985]",0.0037,17.77,0.1723
186,a_7,"[0,1677-0,9987]",0.1751,18.04,0.1723
187,d_14,"[0,1191-1,0000]",0.1276,11.95,0.1275
189,d_14,"[0,1249-1,0000]",0.1250,19.74,0.1250
191,d_12,"[0,1399-1,0000]",0.1399,16.16,0.1399
191,a_5,"[0,1172-1,0000]",0.1336,15.98,0.1399
191,~a_7,"[0,1287-0,9979]",0.1318,16.17,0.1399
192,a_3,"[0,1532-1,0000]",0.1629,21.34,0.1663
193,~a_7,"[0,0097--0,2903]",1.7065,16.48,1.3530
194,d_12,"[0,0122-1,0000]",0.0137,12.84,0.0304
194,~a_8,"[0,0001-0,9992]",0.0014,12.72,0.0304
195,~d_12,"[0,0503-1,0000]",0.0524,16.65,0.0608
195,a_7,"[0,0004-0,9965]",0.0045,16.55,0.0608
198,~a_5,"[1,0481-1,0000]",1.3629,16.01,1.0780
198,a_8,"[0,0323--0,0174]",1.3633,16.09,1.0780
199,d_15,"[0,3199-1,0000]",0.3855,16.65,0.4306
200,d_17,"[0,0294-1,0000]",0.0334,23.33,0.0318
201,d_20,"[0,0178-1,0000]",0.0206,20.26,0.0959
202,a_3,"[0,0261-1,0000]",0.0263,4.74,0.0264
204,a_4,"[0,2082-1,0000]",0.2096,23.02,0.2098
204,a_6,"[0,0824-1,0000]",0.1327,22.81,0.2098
205,a_8,"[0,1125-1,0000]",0.1173,21.14,0.1709
205,a_9,"[0,0873-0,9862]",0.1100,21.42,0.1709
206,a_1,"[1,5464-1,0000]",1.5495,14.32,1.5465
206,a_8,"[1,5381-0,9919]",1.6327,14.35,1.5465
208,a_7,"[0,0967-0,9902]",0.1078,14.18,0.1070
208,~a_8,"[0,0154-0,9968]",0.0199,14.19,0.1070
210,d_18,"[0,1199-1,0000]",0.1205,16.28,0.1208
211,a_4,"[0,0821-1,0000]",0.0835,17.23,0.0860
211,~a_9,"[0,0557-0,9897]",0.0766,17.23,0.0860
212,a_2,"[0,1652-1,0000]",0.1679,13.22,0.1736
212,a_8,"[0,0387-0,9698]",0.0741,13.10,0.1736
213,~d_9,"[0,1289-1,0000]",0.1401,18.20,0.1374
213,~a_6,"[0,0758-1,0000]",0.0811,17.97,0.1374
214,~a_9,"[0,0062-0,9545]",0.0523,17.37,0.0728
214,a_7,"[0,0446-0,9723]",0.0727,17.28,0.0728
215,a_7,"[0,0345-0,8016]",0.2684,16.84,0.2433
216,d_19,"[0,1683-1,0000]",0.1843,13.16,0.1832
217,d_12,"[0,0999-1,0000]",0.1040,4.50,0.1609
