Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,0000-1,0000]",0.0000,0.77,0.0000
0,a_7,"[0,0000-1,0000]",0.0000,0.80,0.0000
0,a_8,"[0,0000-1,0000]",0.0000,0.82,0.0000
1,~a_1,"[0,0128-1,0000]",0.0128,1.45,0.0128
1,a_5,"[0,0094-1,0000]",0.0114,1.46,0.0128
1,a_8,"[0,0093-0,9978]",0.0116,1.54,0.0128
2,~a_2,"[0,0008-1,0000]",0.0008,0.78,0.0008
3,~d_13,"[1,4370-1,0000]",1.4370,1.43,1.4370
3,~a_7,"[0,0000--0,4247]",1.5062,1.46,1.4370
4,~d_10,"[0,1267-1,0000]",0.1267,1.62,0.1267
4,a_8,"[0,1267-0,9999]",0.1267,1.65,0.1267
4,~a_7,"[0,1051-0,9789]",0.1269,1.66,0.1267
5,a_1,"[0,1340-1,0000]",0.1340,0.51,0.1340
5,~a_7,"[0,0117-0,8777]",0.1340,0.54,0.1340
5,~a_8,"[0,0118-0,8778]",0.1340,0.58,0.1340
6,d_15,"[0,0204-1,0000]",0.0204,1.09,0.0204
6,~a_8,"[0,0092-0,9965]",0.0127,1.20,0.0204
7,a_7,"[0,2556-0,9956]",0.2600,3.16,0.2600
8,d_18,"[0,2471-1,0000]",0.2471,0.91,0.2471
9,a_4,"[0,0679-1,0000]",0.0679,0.58,0.0679
9,~a_5,"[0,0679-1,0000]",0.0679,0.57,0.0679
9,~a_8,"[0,0000-0,9321]",0.0679,0.58,0.0679
10,a_5,"[0,0002-1,0000]",0.0002,0.97,0.0002
10,a_7,"[0,0000-0,9998]",0.0002,1.03,0.0002
11,d_13,"[0,3169-1,0000]",0.3169,2.26,0.3169
11,a_5,"[0,3169-1,0000]",0.3169,2.27,0.3169
11,a_8,"[0,0000-0,9050]",0.1168,2.34,0.3169
12,d_12,"[0,2537-1,0000]",0.2537,0.53,0.2537
12,a_8,"[0,1623-0,9129]",0.2499,0.56,0.2537
12,~a_8,"[0,0871-0,8377]",0.2499,0.55,0.2537
14,a_2,"[0,2857-1,0000]",0.2857,2.13,0.2857
14,a_8,"[0,0264-0,9983]",0.0346,2.21,0.2857
15,a_10,"[0,0732-1,0000]",0.0732,1.22,0.0732
15,a_6,"[0,0726-1,0000]",0.0733,1.19,0.0732
15,a_9,"[0,0732-1,0000]",0.0732,1.27,0.0732
16,a_0,"[0,2690-1,0000]",0.2690,0.94,0.2690
16,a_6,"[0,2645-1,0000]",0.2723,0.95,0.2690
16,a_7,"[0,2645-1,0000]",0.2723,1.01,0.2690
17,~a_0,"[0,2828-1,0000]",0.2828,1.35,0.2828
17,a_8,"[0,2822-0,9994]",0.2835,1.42,0.2828
