Prog,Lit,Exact,Time
182,a_5,"[1,0000-1,0000]",1.75
182,~a_8,"[0,0000-0,1027]",1.86
184,~d_9,"[1,0000-1,0000]",0.77
184,a_6,"[1,0000-1,0000]",0.78
184,a_8,"[1,0000-1,0000]",0.81
185,~a_7,"[0,0030-0,0373]",5.61
186,d_17,"[0,9905-1,0000]",9.27
187,d_17,"[1,0000-1,0000]",5.59
188,d_11,"[1,0000-1,0000]",5.41
188,~a_8,"[1,0000-1,0000]",5.92
188,a_8,"[0,0000-0,0000]",6.12
189,a_8,"[0,0001-0,0001]",1.85
190,d_13,"[0,7881-1,0000]",5.38
191,~d_13,"[1,0000-1,0000]",11.60
191,a_6,"[0,9331-1,0000]",11.61
191,~a_7,"[0,8602-0,8685]",12.08
192,a_8,"[1,0000-1,0000]",7.98
192,~a_7,"[1,0000-1,0000]",8.13
193,d_12,"[0,8394-1,0000]",8.93
193,a_7,"[0,1182-0,1182]",9.34
194,d_13,"[1,0000-1,0000]",2.62
194,a_5,"[1,0000-1,0000]",2.63
194,a_7,"[0,9999-0,9999]",2.60
196,a_6,"[0,7742-1,0000]",1.08
196,a_7,"[0,7742-1,0000]",1.10
197,a_3,"[0,9966-1,0000]",6.02
197,a_6,"[1,0000-1,0000]",5.98
197,~a_7,"[0,0000--0,0000]",7.05
198,d_12,"[1,0000-1,0000]",2.33
198,~a_5,"[0,9979-1,0000]",2.34
198,a_8,"[0,0000-0,0031]",2.45
199,d_14,"[1,0000-1,0000]",4.82
199,a_7,"[0,9974-0,9997]",4.91
199,~a_7,"[0,0003-0,0026]",4.86
200,~a_1,"[0,9905-1,0000]",3.69
200,a_7,"[0,1683-0,1683]",3.97
201,d_13,"[1,0000-1,0000]",9.47
201,a_7,"[0,9981-0,9981]",9.93
201,a_9,"[0,0010-0,0010]",10.44
202,d_10,"[1,0000-1,0000]",0.59
202,a_8,"[1,0000-1,0000]",0.56
204,a_1,"[1,0000-1,0000]",9.07
204,a_7,"[1,0000-1,0000]",9.43
205,~d_17,"[0,9991-1,0000]",3.71
205,a_7,"[0,1564-0,1564]",4.01
206,a_1,"[0,9314-1,0000]",5.30
206,~a_7,"[0,9399-0,9924]",5.61
206,~a_8,"[0,0181-0,0181]",5.47
207,a_7,"[0,0636-0,0662]",3.13
208,a_1,"[0,9393-1,0000]",5.53
208,a_6,"[1,0000-1,0000]",5.50
208,~a_8,"[0,8928-0,8941]",5.65
209,d_14,"[1,0000-1,0000]",6.64
