Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,1478-1,0000]",0.1643,4.70,0.1887
0,a_7,"[0,1887-1,0000]",0.1887,4.66,0.1887
0,~a_7,"[0,0000-0,8113]",0.1887,4.73,0.1887
1,a_4,"[0,4753-1,0000]",0.4753,39.43,0.4753
1,a_7,"[0,0062-0,5570]",0.5549,40.09,0.4753
2,~d_10,"[0,1070-1,0000]",0.1070,5.71,0.1070
2,~a_8,"[0,0007-0,8939]",0.1074,5.94,0.1070
3,~d_9,"[0,1190-1,0000]",0.1190,8.92,0.1190
3,a_7,"[0,0000-0,8810]",0.1190,9.15,0.1190
4,~d_10,"[0,1473-1,0000]",0.1473,16.69,0.1473
5,a_3,"[0,0905-1,0000]",0.0905,2.48,0.0905
5,a_8,"[0,0002-0,9161]",0.0941,2.84,0.0905
6,~a_3,"[0,0396-1,0000]",0.0505,9.68,0.0946
6,a_7,"[0,0276-0,9952]",0.0450,9.65,0.0946
6,~a_8,"[0,0001-0,9656]",0.0482,9.69,0.0946
7,d_18,"[0,0340-1,0000]",0.0436,19.99,0.0911
7,a_9,"[0,0353-0,9442]",0.0911,20.09,0.0911
8,~d_11,"[0,1118-1,0000]",0.1177,64.76,0.1381
8,a_6,"[0,1375-1,0000]",0.1389,64.74,0.1381
8,~a_7,"[0,0000-0,8627]",0.1388,65.85,0.1381
9,~a_0,"[0,5381-1,0000]",0.5381,7.94,0.5381
9,a_6,"[0,4917-1,0000]",0.5831,7.95,0.5381
9,a_7,"[0,0357-0,5441]",0.5831,8.01,0.5381
10,~d_17,"[0,0619-1,0000]",0.0619,16.70,0.0619
10,a_5,"[0,0619-1,0000]",0.0619,16.72,0.0619
10,a_7,"[0,0550-0,9931]",0.0619,17.07,0.0619
11,~d_19,"[0,0711-1,0000]",0.0856,27.60,0.0846
12,a_8,"[0,0024-0,9418]",0.0606,12.13,0.0606
13,d_15,"[0,5291-1,0000]",0.5291,10.86,0.5291
13,a_7,"[0,5062-0,9770]",0.5291,10.88,0.5291
14,~d_9,"[0,0381-1,0000]",0.0399,6.09,0.0440
15,~d_18,"[0,0563-1,0000]",0.0563,15.24,0.0563
15,a_6,"[0,0563-1,0000]",0.0563,15.36,0.0563
15,a_9,"[0,0563-1,0000]",0.0563,15.48,0.0563
16,d_10,"[0,1100-1,0000]",0.1100,7.28,0.1100
16,a_6,"[0,1100-1,0000]",0.1100,7.26,0.1100
17,d_12,"[0,1691-1,0000]",0.1852,13.91,0.1726
17,a_7,"[0,1690-1,0000]",0.1723,14.06,0.1726
17,~a_8,"[0,0001-0,8315]",0.1834,14.39,0.1726
18,~a_2,"[0,4612-1,0000]",0.4643,6.40,0.4616
18,~a_5,"[0,4616-1,0000]",0.4616,6.49,0.4616
18,a_7,"[0,4616-1,0000]",0.4616,6.67,0.4616
19,a_4,"[0,0995-1,0000]",0.1371,24.46,0.1233
19,~a_9,"[0,1117-0,9998]",0.1255,25.68,0.1233
20,~a_1,"[0,1176-1,0000]",0.1176,0.39,0.1176
20,a_5,"[0,1176-1,0000]",0.1176,0.39,0.1176
20,a_7,"[0,0790-1,0000]",0.1068,0.40,0.1176
21,d_10,"[0,0668-1,0000]",0.0771,24.59,0.0893
21,a_7,"[0,0640-1,0000]",0.0765,24.77,0.0893
21,~a_7,"[0,0000-0,9360]",0.0765,24.95,0.0893
22,d_14,"[0,1687-1,0000]",0.1687,26.09,0.1687
22,a_7,"[0,1410-0,9999]",0.1489,26.97,0.1687
22,~a_8,"[0,1298-0,9611]",0.1687,26.23,0.1687
23,d_12,"[0,0638-1,0000]",0.0638,6.93,0.0638
24,d_13,"[0,0519-1,0000]",0.0519,12.98,0.0519
25,~d_15,"[0,1133-1,0000]",0.1133,18.61,0.1133
26,a_6,"[0,3537-1,0000]",0.3537,40.59,0.3537
