Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,0744-1,0000]",0.0744,3.26,0.0744
0,a_7,"[0,0744-1,0000]",0.0744,3.37,0.0744
0,a_8,"[0,0744-1,0000]",0.0744,3.56,0.0744
1,~a_1,"[0,6765-1,0000]",0.6765,3.50,0.6765
1,a_5,"[0,6620-1,0000]",0.8016,3.52,0.6765
1,a_8,"[0,6695-0,9931]",0.6816,3.67,0.6765
2,~a_2,"[0,0151-1,0000]",0.0151,2.90,0.0151
3,~d_13,"[0,0684-1,0000]",0.0684,4.03,0.0684
3,~a_7,"[0,0000-0,9339]",0.0698,4.13,0.0684
4,~d_10,"[0,6922-1,0000]",0.6922,4.30,0.6922
4,a_8,"[0,6922-1,0000]",0.6922,4.39,0.6922
4,~a_7,"[0,6560-0,9640]",0.6954,4.42,0.6922
5,a_1,"[0,0753-1,0000]",0.0753,1.56,0.0753
5,~a_7,"[0,0084-0,9331]",0.0753,1.61,0.0753
5,~a_8,"[0,0065-0,9312]",0.0753,1.80,0.0753
6,d_15,"[0,5297-1,0000]",0.5309,2.96,0.5306
6,~a_8,"[0,0052-0,4755]",0.5310,3.35,0.5306
7,a_7,"[0,0127-0,9188]",0.0939,7.67,0.0939
8,d_18,"[0,0292-1,0000]",0.0292,3.34,0.0292
9,a_4,"[0,1279-1,0000]",0.1279,2.04,0.1279
9,~a_5,"[0,1279-1,0000]",0.1279,2.00,0.1279
9,~a_8,"[0,0000-0,8721]",0.1279,2.10,0.1279
10,a_5,"[0,0691-1,0000]",0.0691,5.20,0.0691
10,a_7,"[0,0068-0,9377]",0.0691,5.66,0.0691
11,d_13,"[0,0198-1,0000]",0.0198,6.39,0.0198
11,a_5,"[0,0198-1,0000]",0.0198,6.34,0.0198
11,a_8,"[0,0007-0,9851]",0.0191,6.68,0.0198
12,d_12,"[0,0363-1,0000]",0.0363,1.95,0.0363
12,a_8,"[0,0044-0,9684]",0.0362,1.99,0.0363
12,~a_8,"[0,0316-0,9956]",0.0362,1.97,0.0363
14,a_2,"[0,0114-1,0000]",0.0114,6.72,0.0114
