Prog,Lit,Intervalo,Metric,Time,Mass
0,~a_4,"[0,9147-1,0000]",0.9923,26.06,0.9907
1,~d_16,"[0,9796-1,0000]",0.9942,20.63,0.9927
2,a_0,"[0,8708-1,0000]",0.9940,15.32,0.9908
2,a_5,"[0,8008-1,0000]",0.9957,15.28,0.9908
2,~a_7,"[0,8237-0,8857]",0.9933,15.85,0.9908
4,d_14,"[0,9493-1,0000]",0.9883,37.28,0.9858
4,~a_5,"[0,9533-1,0000]",0.9884,37.22,0.9858
5,a_3,"[0,9670-1,0000]",0.9892,27.05,0.9888
6,d_13,"[0,8661-1,0000]",0.9902,19.76,0.9890
8,d_14,"[0,8564-1,0000]",0.9905,41.52,0.9879
8,a_6,"[0,8058-1,0000]",0.9947,41.84,0.9879
10,~d_17,"[0,9513-1,0000]",0.9909,34.58,0.9889
10,a_7,"[0,1328-0,3579]",0.9930,34.69,0.9889
10,~a_8,"[0,8336-0,9143]",0.9912,34.73,0.9889
13,~d_9,"[0,9109-1,0000]",0.9931,22.42,0.9913
14,d_15,"[0,7817-1,0000]",0.9982,16.02,0.9950
15,~d_11,"[0,9882-1,0000]",0.9883,25.12,0.9882
15,~a_7,"[0,1015-0,1150]",0.9887,25.30,0.9882
16,d_14,"[0,9551-1,0000]",0.9947,13.07,0.9935
16,~a_8,"[0,0000-0,0734]",0.9952,13.07,0.9935
17,a_1,"[0,9917-1,0000]",0.9919,21.86,0.9918
17,a_8,"[0,9077-0,9590]",0.9929,21.79,0.9918
19,a_1,"[0,7932-1,0000]",0.9940,23.72,0.9907
19,a_8,"[0,9199-0,9919]",0.9925,24.30,0.9907
20,a_7,"[0,8351-1,0000]",0.9911,6.22,0.9868
21,~a_1,"[0,8626-1,0000]",0.9917,22.21,0.9898
21,~a_9,"[0,0880-0,1296]",0.9916,22.31,0.9898
22,d_9,"[0,9310-1,0000]",0.9882,24.60,0.9871
22,a_7,"[0,9201-0,9982]",0.9894,24.37,0.9871
22,~a_8,"[0,0301-0,2284]",0.9919,24.48,0.9871
24,~d_16,"[0,8558-1,0000]",0.9952,13.53,0.9931
25,~a_8,"[0,0791-0,1148]",0.9938,22.18,0.9913
25,a_7,"[0,7414-0,7517]",0.9917,22.22,0.9913
26,a_7,"[0,3018-0,3812]",0.9946,22.84,0.9927
27,a_5,"[0,9018-1,0000]",0.9915,25.28,0.9893
28,~d_16,"[0,9686-1,0000]",0.9905,13.75,0.9890
29,d_17,"[0,8905-1,0000]",0.9892,27.46,0.9856
30,a_0,"[0,9654-1,0000]",0.9961,9.39,0.9932
30,~a_9,"[0,8564-0,9447]",0.9958,9.52,0.9932
