Prog,Lit,Intervalo,Metric,Time,Mass
0,a_5,"[0,6229-1,0000]",0.6977,20.15,0.6788
1,a_18,"[0,0031-0,9827]",0.0207,28.11,0.0212
9,~d_38,"[0,0622-1,0000]",0.0689,18.99,0.0755
9,a_18,"[0,0118-0,9467]",0.0754,20.21,0.0755
11,a_19,"[0,0605-0,9974]",0.0764,20.28,0.0690
11,a_20,"[0,0007-0,9361]",0.0687,19.51,0.0690
12,d_59,"[0,0508-1,0000]",0.0557,18.68,0.0515
12,~a_11,"[0,0461-1,0000]",0.0508,18.82,0.0515
12,a_19,"[0,0349-0,9863]",0.0540,21.05,0.0515
13,~a_15,"[0,0000-0,8409]",0.1591,19.27,0.1591
15,a_3,"[0,1172-1,0000]",0.1257,17.52,0.1615
17,d_68,"[0,0304-1,0000]",0.0330,17.70,0.0429
21,d_68,"[0,1313-1,0000]",0.1367,17.55,0.1331
22,d_74,"[0,0033-1,0000]",0.0035,17.86,0.0135
22,a_17,"[0,0003-0,9993]",0.0013,19.37,0.0135
24,d_52,"[0,1733-1,0000]",0.2134,17.56,0.2649
24,~a_21,"[0,1929-0,9507]",0.2866,19.91,0.2649
25,~a_15,"[0,0000-0,9371]",0.0777,21.21,0.0967
28,~d_31,"[0,5665-1,0000]",0.5840,17.18,0.5850
29,d_76,"[0,0242-1,0000]",0.0242,17.50,0.0242
30,d_32,"[0,0235-1,0000]",0.0250,17.15,0.0348
30,~a_19,"[0,0015-0,9722]",0.0333,18.79,0.0348
31,~d_48,"[0,6696-1,0000]",0.7200,17.29,0.6716
33,~d_59,"[0,5998-1,0000]",0.6637,17.28,0.6036
33,a_15,"[0,0010-0,3975]",0.6036,19.79,0.6036
33,a_19,"[0,5915-0,9992]",0.6518,19.34,0.6036
34,d_42,"[0,1534-1,0000]",0.1585,17.13,0.1586
34,a_12,"[0,1559-1,0000]",0.1822,17.14,0.1586
35,d_69,"[0,6775-1,0000]",0.6775,17.41,0.6775
35,a_13,"[0,6669-1,0000]",0.7942,17.50,0.6775
38,d_31,"[0,0167-1,0000]",0.0185,17.28,0.0243
39,d_46,"[0,1202-1,0000]",0.1253,17.17,0.1273
40,~d_63,"[0,1232-1,0000]",0.1244,17.43,0.1240
40,a_17,"[0,0608-0,9613]",0.1109,18.65,0.1240
41,d_24,"[0,0893-1,0000]",0.0950,17.32,0.0955
42,a_21,"[0,0116-0,8879]",0.1287,17.73,0.1281
42,a_19,"[0,1074-0,9848]",0.1278,18.52,0.1281
43,a_12,"[0,1228-1,0000]",0.1279,17.05,0.1470
43,~a_18,"[0,0003-0,9381]",0.0735,17.43,0.1470
44,~a_18,"[0,0206-0,9987]",0.0252,18.80,0.0299
46,~a_9,"[0,1016-1,0000]",0.1110,17.57,0.1056
46,a_18,"[0,0977-0,9982]",0.1195,18.09,0.1056
48,d_29,"[0,0559-1,0000]",0.0570,17.40,0.0571
