Prog,Lit,Intervalo,Metric,Time,Mass
0,d_67,"[0,0343-1,0000]",0.0405,21.91,0.0471
0,~a_13,"[0,0380-1,0000]",0.0406,22.36,0.0471
2,d_39,"[0,9099-1,0000]",1.0343,22.13,0.9283
2,~a_19,"[0,8928-1,0000]",1.2733,22.75,0.9283
2,a_15,"[0,9055-0,9908]",1.2598,23.31,0.9283
3,d_75,"[0,0187-1,0000]",0.0202,22.30,0.0366
4,d_59,"[0,0528-1,0000]",0.0529,22.32,0.0529
5,d_33,"[1,3921-1,0000]",1.5971,22.53,1.4040
6,~d_42,"[0,0624-1,0000]",0.0642,22.37,0.0644
8,a_17,"[0,0156-1,0000]",0.0188,25.45,0.1435
9,d_21,"[0,1155-1,0000]",0.1186,22.45,0.1193
11,a_20,"[0,0076-1,0000]",0.0097,23.64,0.1352
12,a_7,"[0,0856-1,0000]",0.0857,22.61,0.0858
12,a_19,"[0,0004-0,9148]",0.0857,24.38,0.0858
13,~d_22,"[0,1391-1,0000]",0.1405,22.57,0.1421
