Prog,Lit,Intervalo,Metric,Time,Mass
0,a_8,"[0,8884-1,0000]",0.9930,13.71,0.9891
0,~a_13,"[0,8856-1,0000]",0.9936,13.65,0.9891
1,d_64,"[0,9853-1,0000]",0.9853,26.07,0.9853
3,~d_51,"[0,9856-1,0000]",0.9856,25.61,0.9856
3,a_19,"[0,9260-0,9406]",0.9857,31.45,0.9856
3,a_16,"[0,0000-0,0965]",0.9876,29.30,0.9856
4,d_42,"[0,9835-1,0000]",0.9835,26.41,0.9835
4,a_16,"[0,7979-0,9757]",0.9878,27.53,0.9835
5,d_58,"[0,9202-1,0000]",0.9879,23.17,0.9859
6,~d_36,"[0,9843-1,0000]",0.9843,26.09,0.9843
6,a_11,"[0,9843-1,0000]",0.9843,26.20,0.9843
6,~a_17,"[0,0000-0,1747]",0.9945,43.48,0.9843
7,d_42,"[0,9767-1,0000]",0.9767,37.76,0.9767
8,a_6,"[0,9884-1,0000]",0.9884,24.27,0.9884
9,~d_60,"[0,9845-1,0000]",0.9845,22.79,0.9845
9,a_16,"[0,0068-0,0832]",0.9860,29.99,0.9845
11,d_64,"[0,9842-1,0000]",0.9842,27.94,0.9842
11,a_11,"[0,8976-1,0000]",0.9873,27.77,0.9842
11,a_19,"[0,7646-0,9954]",0.9879,31.24,0.9842
12,a_4,"[0,9876-1,0000]",0.9876,18.90,0.9876
12,a_15,"[0,0131-0,2393]",0.9925,30.01,0.9876
12,a_16,"[0,1031-0,1509]",0.9886,22.25,0.9876
13,~d_84,"[0,9784-1,0000]",0.9784,33.38,0.9784
13,a_16,"[0,9197-0,9951]",0.9813,40.22,0.9784
15,d_37,"[0,9872-1,0000]",0.9872,21.54,0.9872
15,a_17,"[0,9228-1,0000]",0.9897,25.13,0.9872
