Prog,Lit,Intervalo,Metric,Time,Mass
0,d_16,"[1,2815-1,0000]",1.3607,10.25,1.2819
0,a_8,"[1,2785-1,0000]",1.4540,10.46,1.2819
0,a_7,"[1,2726-0,9949]",1.4389,10.34,1.2819
3,~d_16,"[0,0222-1,0000]",0.0234,8.35,0.0233
3,a_7,"[0,0141-0,9945]",0.0206,8.46,0.0233
3,~a_7,"[0,0055-0,9859]",0.0206,8.42,0.0233
6,d_14,"[0,0569-1,0000]",0.0624,5.22,0.0569
6,a_5,"[0,0568-1,0000]",0.0583,5.23,0.0569
6,a_7,"[0,0568-1,0000]",0.0583,5.20,0.0569
7,~a_4,"[0,0160-1,0000]",0.0162,11.43,0.0171
8,a_7,"[0,0502-1,0000]",0.0533,9.42,0.0578
9,d_14,"[0,0726-1,0000]",0.0795,7.26,0.0750
11,~a_3,"[0,0637-1,0000]",0.0674,11.32,0.0721
13,d_17,"[0,0154-1,0000]",0.0164,6.97,0.0154
14,a_0,"[0,1008-1,0000]",0.1018,9.28,0.1008
15,a_6,"[0,1245-1,0000]",0.1620,12.04,0.1516
15,a_9,"[0,0061-0,9994]",0.0079,12.20,0.1516
16,a_1,"[0,2161-1,0000]",0.2276,7.11,0.2178
16,a_7,"[0,0011-0,9999]",0.0014,6.97,0.2178
17,a_1,"[0,0088-1,0000]",0.0092,12.73,0.0096
18,a_4,"[0,0300-1,0000]",0.0300,13.33,0.0300
20,a_10,"[0,0130-1,0000]",0.0152,0.99,0.0436
20,a_7,"[0,0431-1,0000]",0.0489,0.99,0.0436
21,~a_2,"[0,0049-1,0000]",0.0050,11.34,0.0105
21,a_9,"[0,0046-0,9961]",0.0092,11.72,0.0105
22,a_8,"[0,0012-0,9999]",0.0017,7.66,0.2333
23,d_17,"[0,1918-1,0000]",0.2471,10.91,0.1945
25,d_12,"[0,0766-1,0000]",0.0806,13.09,0.0773
25,~a_8,"[0,0000-0,9232]",0.0885,13.68,0.0773
28,a_8,"[0,0036-0,9843]",0.0201,8.57,0.0223
34,a_5,"[0,1235-1,0000]",0.1301,9.77,0.1237
34,~a_8,"[0,0026-0,8791]",0.1301,10.10,0.1237
35,d_17,"[0,1421-1,0000]",0.1511,13.39,0.1448
36,d_14,"[0,0281-1,0000]",0.0282,9.37,0.0286
36,~a_6,"[0,0265-1,0000]",0.0271,9.33,0.0286
36,~a_8,"[0,0003-0,9731]",0.0277,9.56,0.0286
37,~d_18,"[0,0968-1,0000]",0.1052,20.12,0.1041
38,a_7,"[0,0056-0,9068]",0.1152,14.57,0.0992
39,d_13,"[0,0831-1,0000]",0.0872,10.05,0.0838
40,a_6,"[0,0996-1,0000]",0.1093,8.10,0.1085
41,a_5,"[0,0500-1,0000]",0.0501,10.02,0.0516
43,d_11,"[0,0072-1,0000]",0.0100,10.77,0.0151
44,d_13,"[0,1239-1,0000]",0.1338,14.86,0.1425
47,~a_7,"[0,0235-1,0000]",0.0260,6.46,0.0356
47,a_9,"[0,0129-0,9828]",0.0327,6.48,0.0356
48,d_17,"[0,2234-1,0000]",0.2575,12.03,0.2308
48,a_7,"[0,1140-0,9997]",0.1284,12.16,0.2308
50,d_11,"[0,0824-1,0000]",0.0830,11.43,0.0836
50,~a_7,"[0,0002-0,9185]",0.0841,11.48,0.0836
50,a_7,"[0,0815-0,9998]",0.0841,11.72,0.0836
51,~d_18,"[0,0155-1,0000]",0.0155,14.45,0.0155
51,~a_7,"[0,0045-1,0000]",0.0063,14.69,0.0155
52,a_6,"[0,1023-1,0000]",0.1138,7.17,0.1225
52,a_9,"[0,1059-0,9998]",0.1129,7.20,0.1225
53,~a_7,"[0,0988-0,9917]",0.1416,11.85,0.1721
54,~a_0,"[0,0148-1,0000]",0.0168,6.82,0.0237
54,a_6,"[0,0147-1,0000]",0.0169,6.93,0.0237
54,a_8,"[0,0088-1,0000]",0.0107,6.91,0.0237
56,~a_2,"[0,0343-1,0000]",0.0346,12.72,0.0381
58,~d_12,"[0,0093-1,0000]",0.0127,14.84,0.1412
58,a_8,"[0,0226-1,0000]",0.0252,15.56,0.1412
59,d_9,"[0,0777-1,0000]",0.0842,12.34,0.1120
59,~a_6,"[0,1120-1,0000]",0.1121,12.41,0.1120
60,d_10,"[0,0760-1,0000]",0.0760,13.30,0.0760
60,a_7,"[0,0753-0,9994]",0.0763,13.28,0.0760
60,~a_7,"[0,0006-0,9247]",0.0763,13.43,0.0760
61,d_13,"[0,2424-1,0000]",0.2729,13.22,0.2529
61,a_8,"[0,2357-1,0000]",0.2782,13.16,0.2529
61,~a_8,"[0,0000-0,7643]",0.2782,13.28,0.2529
62,d_10,"[0,0068-1,0000]",0.0082,13.73,0.0268
63,~d_13,"[0,0089-1,0000]",0.0092,15.41,0.0114
63,a_8,"[0,0031-0,9986]",0.0047,15.65,0.0114
64,~d_16,"[0,1014-1,0000]",0.1050,10.68,0.1016
65,~d_16,"[0,0017-1,0000]",0.0017,7.73,0.0022
65,a_7,"[0,0005-1,0000]",0.0005,7.84,0.0022
65,a_8,"[0,0000-0,9993]",0.0008,7.97,0.0022
66,~a_2,"[0,0679-1,0000]",0.0680,16.53,0.0690
66,a_8,"[0,0102-0,9872]",0.0238,16.85,0.0690
67,d_12,"[0,0121-1,0000]",0.0121,18.81,0.0121
68,d_16,"[0,1338-1,0000]",0.1342,12.91,0.1342
68,a_8,"[0,1320-1,0000]",0.1491,13.07,0.1342
71,a_7,"[0,0037-0,9926]",0.0130,11.21,0.0122
71,a_8,"[0,0081-0,9969]",0.0131,11.14,0.0122
72,~d_13,"[0,0460-1,0000]",0.0464,18.52,0.0468
73,~a_3,"[0,0394-1,0000]",0.0410,8.05,0.0492
74,a_4,"[0,2111-1,0000]",0.2139,13.00,0.2238
74,~a_5,"[0,2037-1,0000]",0.2284,12.98,0.2238
74,a_8,"[0,1044-0,8807]",0.2238,13.38,0.2238
75,d_10,"[0,0749-1,0000]",0.0750,11.74,0.0768
75,~a_7,"[0,0698-0,9930]",0.0768,12.06,0.0768
75,a_7,"[0,0070-0,9302]",0.0768,12.20,0.0768
76,a_7,"[0,1204-0,9993]",0.1224,14.99,0.1216
78,~d_14,"[0,0279-1,0000]",0.0286,9.69,0.0306
81,d_17,"[0,0847-1,0000]",0.0856,13.28,0.0869
82,a_4,"[0,2357-1,0000]",0.2380,12.05,0.2359
83,a_8,"[0,0808-0,9963]",0.0933,12.50,0.0868
84,a_3,"[0,1058-1,0000]",0.1244,8.59,0.2170
84,a_7,"[0,0009-0,8956]",0.1249,8.67,0.2170
86,d_10,"[0,0181-1,0000]",0.0196,13.25,0.0260
86,a_6,"[0,0160-1,0000]",0.0190,13.50,0.0260
86,a_7,"[0,0000-0,9822]",0.0203,13.58,0.0260
89,a_2,"[0,0615-1,0000]",0.0735,10.86,0.0622
89,~a_8,"[0,0600-1,0000]",0.0762,10.96,0.0622
89,a_8,"[0,0000-0,9400]",0.0762,11.24,0.0622
90,~d_10,"[0,0440-1,0000]",0.0462,9.24,0.0492
91,a_0,"[0,2999-1,0000]",0.3010,13.63,0.3000
92,a_8,"[0,0010-0,8995]",0.1026,4.07,0.1036
93,d_14,"[0,0098-1,0000]",0.0108,8.87,0.0194
93,a_7,"[0,0092-0,9999]",0.0138,8.89,0.0194
94,a_3,"[0,0380-1,0000]",0.0386,13.97,0.0637
95,d_16,"[0,0812-1,0000]",0.0882,6.75,0.0930
95,a_8,"[0,0053-1,0000]",0.0066,6.75,0.0930
97,~d_14,"[0,0180-1,0000]",0.0197,8.77,0.0353
