Prog,Lit,Intervalo,Metric,Time,Mass
0,d_16,"[0,0093-1,0000]",0.0099,4.74,0.0235
0,a_8,"[0,0043-0,9990]",0.0061,4.84,0.0235
0,a_7,"[0,0065-0,9988]",0.0087,4.83,0.0235
3,~d_16,"[0,0027-1,0000]",0.0028,4.79,0.0030
3,a_7,"[0,0015-1,0000]",0.0016,4.80,0.0030
3,~a_7,"[0,0000-0,9985]",0.0016,4.82,0.0030
6,d_14,"[0,0031-1,0000]",0.0034,5.58,0.0031
6,a_5,"[0,0031-1,0000]",0.0032,5.62,0.0031
6,a_7,"[0,0031-1,0000]",0.0032,5.73,0.0031
7,~a_4,"[0,0049-1,0000]",0.0050,6.39,0.0050
8,a_7,"[0,0179-1,0000]",0.0190,6.49,0.0208
9,d_14,"[0,0262-1,0000]",0.0287,6.10,0.0266
11,~a_3,"[0,0509-1,0000]",0.0539,6.42,0.0510
13,d_17,"[0,0014-1,0000]",0.0015,6.17,0.0018
14,a_0,"[0,0066-1,0000]",0.0067,6.36,0.0068
15,a_6,"[0,0575-1,0000]",0.0748,6.51,0.0586
15,a_9,"[0,0010-0,9998]",0.0013,6.65,0.0586
16,a_1,"[0,0077-1,0000]",0.0082,6.12,0.0078
16,a_7,"[0,0049-0,9999]",0.0063,6.17,0.0078
17,a_1,"[0,5674-1,0000]",0.5907,6.57,0.5679
18,a_4,"[0,0081-1,0000]",0.0081,6.57,0.0081
20,a_10,"[0,0698-1,0000]",0.0813,2.95,0.0701
20,a_7,"[0,0698-1,0000]",0.0791,2.97,0.0701
21,~a_2,"[0,0003-1,0000]",0.0003,6.61,0.0004
21,a_9,"[0,0001-1,0000]",0.0001,6.64,0.0004
22,a_8,"[0,0001-0,9997]",0.0005,6.41,0.0011
23,d_17,"[0,0320-1,0000]",0.0412,6.63,0.0461
25,d_12,"[0,5599-1,0000]",0.5893,6.56,0.5601
25,~a_8,"[0,0000-0,4426]",0.6420,6.60,0.5601
28,a_8,"[0,0001-0,9631]",0.0385,5.24,0.0626
34,a_5,"[0,0004-1,0000]",0.0004,5.25,0.0006
34,~a_8,"[0,0002-0,9998]",0.0004,5.38,0.0006
35,d_17,"[0,0340-1,0000]",0.0361,5.28,0.0340
36,d_14,"[0,0136-1,0000]",0.0137,5.22,0.0140
36,~a_6,"[0,0138-1,0000]",0.0141,5.25,0.0140
36,~a_8,"[0,0032-0,9893]",0.0142,5.37,0.0140
37,~d_18,"[0,0743-1,0000]",0.0807,5.47,0.0746
38,a_7,"[0,0247-0,9511]",0.0857,5.42,0.0817
39,d_13,"[0,0343-1,0000]",0.0360,5.39,0.0601
40,a_6,"[0,6318-1,0000]",0.6934,5.00,0.6337
41,a_5,"[0,0287-1,0000]",0.0288,5.56,0.0288
43,d_11,"[0,0013-1,0000]",0.0019,5.08,0.0149
44,d_13,"[0,0476-1,0000]",0.0514,5.63,0.0478
47,~a_7,"[0,0103-1,0000]",0.0113,4.93,0.0130
47,a_9,"[0,0034-0,9948]",0.0094,4.98,0.0130
48,d_17,"[0,0106-1,0000]",0.0122,5.33,0.0125
48,a_7,"[0,0028-0,9999]",0.0032,5.39,0.0125
50,d_11,"[0,0042-1,0000]",0.0042,5.32,0.0042
50,~a_7,"[0,0005-0,9970]",0.0036,5.22,0.0042
50,a_7,"[0,0030-0,9995]",0.0036,5.16,0.0042
51,~d_18,"[0,5110-1,0000]",0.5121,5.42,0.5111
51,~a_7,"[0,5054-1,0000]",0.7091,5.31,0.5111
52,a_6,"[0,0004-1,0000]",0.0004,4.44,0.0222
52,a_9,"[0,0220-1,0000]",0.0234,4.51,0.0222
53,~a_7,"[0,0017-1,0000]",0.0023,4.85,0.0032
54,~a_0,"[0,0021-1,0000]",0.0024,4.36,0.0398
54,a_6,"[0,0020-1,0000]",0.0023,4.37,0.0398
54,a_8,"[0,0013-1,0000]",0.0015,4.34,0.0398
56,~a_2,"[0,0059-1,0000]",0.0059,4.83,0.0059
58,~d_12,"[0,0061-1,0000]",0.0083,4.89,0.0070
58,a_8,"[0,0061-0,9993]",0.0077,4.98,0.0070
59,d_9,"[0,0009-1,0000]",0.0009,4.75,0.0020
59,~a_6,"[0,0020-1,0000]",0.0020,4.78,0.0020
60,d_10,"[0,0038-1,0000]",0.0038,4.80,0.0038
60,a_7,"[0,0036-0,9997]",0.0039,4.82,0.0038
60,~a_7,"[0,0003-0,9964]",0.0039,4.91,0.0038
61,d_13,"[0,0051-1,0000]",0.0058,4.86,0.0059
61,a_8,"[0,0052-1,0000]",0.0061,4.86,0.0059
61,~a_8,"[0,0000-0,9948]",0.0061,4.85,0.0059
62,d_10,"[0,0029-1,0000]",0.0034,4.89,0.0074
63,~d_13,"[0,0333-1,0000]",0.0345,4.83,0.0340
