Prog,Lit,Intervalo,Metric,Time,Mass
227,d_26,"[0,0041-1,0000]",0.0041,7.75,0.0056
227,a_13,"[0,0025-1,0000]",0.0028,7.91,0.0056
227,a_14,"[0,0055-0,9998]",0.0059,10.58,0.0056
229,d_25,"[0,0253-1,0000]",0.0261,16.30,0.0253
229,a_15,"[0,0083-1,0000]",0.0099,19.11,0.0253
231,d_45,"[0,0100-1,0000]",0.0104,17.05,0.0135
231,~a_13,"[0,0100-1,0000]",0.0104,16.76,0.0135
231,~a_15,"[0,0015-0,9915]",0.0104,18.67,0.0135
232,a_8,"[0,0006-1,0000]",0.0007,16.15,0.0007
233,a_1,"[0,1170-1,0000]",0.1260,15.95,0.1170
233,a_12,"[0,1057-1,0000]",0.1212,16.34,0.1170
234,a_16,"[0,0135-0,9333]",0.0819,8.40,0.0802
234,a_18,"[0,0129-0,9331]",0.0821,8.75,0.0802
236,~d_42,"[0,0000-1,0000]",0.0000,16.16,0.0000
237,a_13,"[0,0066-1,0000]",0.0078,16.13,0.0072
237,a_17,"[0,0066-1,0000]",0.0079,18.54,0.0072
238,~a_11,"[0,0284-1,0000]",0.0321,15.86,0.0284
238,~a_14,"[0,0008-0,9813]",0.0229,17.91,0.0284
239,~d_59,"[0,1993-1,0000]",0.2190,15.91,0.1993
239,~a_12,"[0,1993-1,0000]",0.1993,15.99,0.1993
239,a_14,"[0,1023-0,9030]",0.1993,21.36,0.1993
242,a_10,"[0,0000-1,0000]",0.0000,16.41,0.0001
244,~d_58,"[0,0048-1,0000]",0.0054,16.56,0.0209
244,a_10,"[0,0165-1,0000]",0.0165,17.29,0.0209
244,a_17,"[0,0053-0,9856]",0.0206,24.84,0.0209
245,d_32,"[0,0639-1,0000]",0.0694,7.85,0.0708
246,d_54,"[0,0117-1,0000]",0.0122,20.96,0.0597
246,~a_15,"[0,0478-0,9889]",0.0637,26.61,0.0597
247,~d_54,"[0,0108-1,0000]",0.0118,16.25,0.0112
247,~a_15,"[0,0001-0,9981]",0.0026,18.49,0.0112
247,a_17,"[0,0010-1,0000]",0.0015,23.15,0.0112
248,a_10,"[0,0997-1,0000]",0.1142,16.43,0.1042
249,~d_61,"[0,0193-1,0000]",0.0209,15.98,0.0269
249,a_14,"[0,0257-1,0000]",0.0260,18.68,0.0269
250,a_16,"[0,0055-0,9918]",0.0151,18.13,0.0199
250,~a_16,"[0,0082-0,9945]",0.0151,19.04,0.0199
251,d_48,"[0,0488-1,0000]",0.0530,21.27,0.0506
251,~a_15,"[0,0004-0,9537]",0.0515,21.95,0.0506
253,d_36,"[0,0495-1,0000]",0.0501,15.93,0.0496
253,a_13,"[0,0495-1,0000]",0.0501,15.66,0.0496
