Prog,Lit,Intervalo,Metric,Time,Mass
1,a_15,"[0,0041-0,9999]",0.0042,11.66,0.0042
3,~d_57,"[0,0047-1,0000]",0.0052,8.12,0.0169
3,a_15,"[0,0147-0,9978]",0.0178,10.47,0.0169
4,d_35,"[0,0347-1,0000]",0.0368,7.98,0.0367
4,~a_11,"[0,0347-1,0000]",0.0392,8.15,0.0367
6,a_14,"[0,0012-0,9983]",0.0031,8.63,0.0266
6,a_17,"[0,0265-1,0000]",0.0266,10.00,0.0266
7,a_16,"[0,0092-1,0000]",0.0097,9.08,0.0093
7,~a_16,"[0,0000-0,9908]",0.0097,9.01,0.0093
9,~d_25,"[0,0015-1,0000]",0.0016,8.77,0.0017
10,a_18,"[0,1211-1,0000]",0.1319,8.87,0.1212
11,a_17,"[0,0037-1,0000]",0.0040,10.61,0.0039
11,a_14,"[0,0020-1,0000]",0.0023,12.06,0.0039
13,d_27,"[0,0096-1,0000]",0.0109,9.30,0.0163
14,a_18,"[0,0083-0,9994]",0.0098,10.19,0.0093
15,a_9,"[0,0082-1,0000]",0.0087,8.98,0.0086
15,~a_11,"[0,0082-1,0000]",0.0095,9.20,0.0086
15,~a_17,"[0,0071-0,9985]",0.0086,13.87,0.0086
16,d_25,"[0,0030-1,0000]",0.0039,9.00,0.0130
16,a_16,"[0,0128-1,0000]",0.0136,12.22,0.0130
16,a_14,"[0,0044-0,9913]",0.0140,10.46,0.0130
18,a_16,"[0,0000-1,0000]",0.0000,11.01,0.0000
19,d_52,"[0,0001-1,0000]",0.0002,9.05,0.0015
19,~a_16,"[0,0000-0,9985]",0.0016,11.51,0.0015
20,~d_54,"[0,0215-1,0000]",0.0258,8.98,0.0271
20,~a_15,"[0,0153-0,9889]",0.0276,12.46,0.0271
24,d_54,"[0,0087-1,0000]",0.0087,8.73,0.0087
24,a_14,"[0,0083-0,9998]",0.0088,9.18,0.0087
26,~d_37,"[0,0000-1,0000]",0.0000,4.52,0.0001
27,d_32,"[0,0000-1,0000]",0.0000,8.88,0.0000
28,d_34,"[0,0033-1,0000]",0.0033,8.95,0.0033
29,d_19,"[0,0894-1,0000]",0.0932,9.03,0.0909
30,~d_42,"[0,0001-1,0000]",0.0001,8.84,0.0001
30,~a_15,"[0,0001-1,0000]",0.0001,9.54,0.0001
31,a_13,"[0,0049-1,0000]",0.0051,8.79,0.0392
32,a_15,"[0,0000-0,9992]",0.0010,10.70,0.0010
33,~d_43,"[0,0057-1,0000]",0.0057,9.17,0.0057
33,~a_16,"[0,0000-0,9999]",0.0001,10.21,0.0057
35,d_59,"[0,0752-1,0000]",0.0752,9.42,0.0752
36,a_18,"[0,0012-0,9995]",0.0020,10.39,0.0080
37,d_67,"[0,0007-1,0000]",0.0008,8.98,0.0008
38,d_23,"[0,0043-1,0000]",0.0043,9.16,0.0043
39,~d_41,"[0,0069-1,0000]",0.0069,9.00,0.0069
39,a_16,"[0,0054-1,0000]",0.0064,15.89,0.0069
40,d_60,"[0,0001-1,0000]",0.0001,8.95,0.0003
41,d_51,"[0,0000-1,0000]",0.0000,8.92,0.0000
42,d_52,"[0,0076-1,0000]",0.0077,9.05,0.0082
43,a_12,"[0,0013-1,0000]",0.0015,9.19,0.0013
43,a_17,"[0,0013-1,0000]",0.0013,9.32,0.0013
44,~d_61,"[0,0025-1,0000]",0.0028,8.83,0.0092
44,a_14,"[0,0091-1,0000]",0.0096,8.96,0.0092
45,a_10,"[0,0015-1,0000]",0.0016,2.16,0.0016
45,~a_16,"[0,0015-1,0000]",0.0016,2.22,0.0016
46,~d_54,"[0,1432-1,0000]",0.1545,8.89,0.1498
47,~d_22,"[0,0000-1,0000]",0.0000,9.12,0.0024
48,d_50,"[0,0011-1,0000]",0.0011,4.49,0.0011
49,d_36,"[0,0259-1,0000]",0.0282,9.08,0.0259
49,a_16,"[0,0006-0,9748]",0.0275,10.79,0.0259
50,~d_48,"[0,2027-1,0000]",0.2090,9.02,0.2027
52,~a_15,"[0,0102-1,0000]",0.0104,4.68,0.0109
53,a_12,"[0,0093-1,0000]",0.0097,9.28,0.0093
54,d_62,"[1,1860-1,0000]",1.2484,9.94,1.1920
55,a_10,"[0,0002-1,0000]",0.0002,4.26,0.0002
56,d_52,"[0,0007-1,0000]",0.0007,8.63,0.0063
57,~a_17,"[0,0001-0,9999]",0.0003,10.65,0.0003
58,~a_10,"[0,0133-1,0000]",0.0139,9.28,0.0139
59,a_9,"[0,0002-1,0000]",0.0002,8.74,0.0002
59,~a_16,"[0,0000-0,9998]",0.0002,9.09,0.0002
61,a_10,"[0,0459-1,0000]",0.0460,8.98,0.0459
61,~a_16,"[0,0044-0,9586]",0.0478,10.03,0.0459
62,~a_12,"[0,0480-1,0000]",0.0604,9.05,0.0483
62,a_16,"[0,0482-0,9999]",0.0514,10.36,0.0483
63,a_12,"[0,0005-1,0000]",0.0005,8.87,0.1024
63,a_18,"[0,0005-1,0000]",0.0005,9.62,0.1024
64,d_37,"[0,0587-1,0000]",0.0632,9.45,0.0587
65,~d_42,"[0,1040-1,0000]",0.1061,12.10,0.1045
65,~a_18,"[0,1041-1,0000]",0.1074,12.03,0.1045
65,~a_15,"[0,0033-0,8988]",0.1045,13.79,0.1045
