Prog,Lit,Intervalo,Metric,Time,Mass
0,d_16,"[0,0109-1,0000]",0.0116,16.41,0.0113
0,a_8,"[0,0067-0,9998]",0.0078,16.47,0.0113
0,a_7,"[0,0091-0,9994]",0.0109,16.42,0.0113
3,~d_16,"[0,1568-1,0000]",0.1654,20.57,0.1616
3,a_7,"[0,1463-0,9970]",0.1566,20.58,0.1616
3,~a_7,"[0,0030-0,8537]",0.1566,20.57,0.1616
6,d_14,"[0,0522-1,0000]",0.0572,16.77,0.0528
6,a_5,"[0,0517-1,0000]",0.0530,16.75,0.0528
6,a_7,"[0,0517-1,0000]",0.0530,16.74,0.0528
7,~a_4,"[0,6273-1,0000]",0.6322,21.65,0.6276
8,a_7,"[0,0478-1,0000]",0.0508,18.32,0.0520
9,d_14,"[0,6212-1,0000]",0.6805,15.46,0.6569
11,~a_3,"[0,1011-1,0000]",0.1070,19.01,0.1026
13,d_17,"[0,0595-1,0000]",0.0636,16.29,0.0651
14,a_0,"[0,0075-1,0000]",0.0076,17.91,0.0131
15,a_6,"[0,5419-1,0000]",0.7050,18.55,0.6609
15,a_9,"[0,5950-0,9999]",0.7033,19.04,0.6609
16,a_1,"[0,0552-1,0000]",0.0581,14.92,0.0555
16,a_7,"[0,0383-0,9986]",0.0501,15.02,0.0555
17,a_1,"[0,1205-1,0000]",0.1254,17.38,0.1450
18,a_4,"[0,0342-1,0000]",0.0343,17.31,0.0343
20,a_10,"[0,0666-1,0000]",0.0775,3.87,0.0747
20,a_7,"[0,0696-1,0000]",0.0788,3.88,0.0747
21,~a_2,"[0,0615-1,0000]",0.0634,16.59,0.0624
21,a_9,"[0,0251-0,9998]",0.0270,16.85,0.0624
22,a_8,"[0,0032-0,9637]",0.0528,14.43,0.0570
23,d_17,"[0,0394-1,0000]",0.0508,16.88,0.0529
25,d_12,"[0,0174-1,0000]",0.0183,16.75,0.0496
25,~a_8,"[0,0004-0,9548]",0.0525,16.81,0.0496
28,a_8,"[0,0035-0,9579]",0.0474,14.77,0.0466
34,a_5,"[0,0476-1,0000]",0.0502,14.57,0.0734
34,~a_8,"[0,0047-0,9570]",0.0502,14.72,0.0734
35,d_17,"[0,0402-1,0000]",0.0427,16.67,0.0804
36,d_14,"[0,0383-1,0000]",0.0384,14.87,0.0412
36,~a_6,"[0,0390-1,0000]",0.0399,14.87,0.0412
36,~a_8,"[0,0054-0,9663]",0.0398,15.11,0.0412
37,~d_18,"[0,1096-1,0000]",0.1191,18.16,0.1559
38,a_7,"[0,0047-0,3775]",0.7312,16.73,0.6387
39,d_13,"[0,0510-1,0000]",0.0535,14.15,0.0554
40,a_6,"[0,0806-1,0000]",0.0885,13.73,0.0842
41,a_5,"[0,0349-1,0000]",0.0350,14.97,0.0350
43,d_11,"[0,0423-1,0000]",0.0589,14.80,0.0819
