Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,9547-1,0000]",0.9547,0.30,0.9547
0,a_7,"[0,9547-1,0000]",0.9547,0.30,0.9547
0,a_8,"[0,9547-1,0000]",0.9547,0.33,0.9547
1,~a_1,"[0,9582-1,0000]",0.9582,0.36,0.9582
1,a_5,"[0,8079-1,0000]",0.9782,0.38,0.9582
1,a_8,"[0,9577-0,9999]",0.9652,0.37,0.9582
2,~a_2,"[0,9460-1,0000]",0.9460,0.33,0.9460
3,~d_13,"[0,9205-1,0000]",0.9205,0.41,0.9205
3,~a_7,"[0,0000-0,1148]",0.9359,0.42,0.9205
4,~d_10,"[0,9372-1,0000]",0.9372,0.38,0.9372
4,a_8,"[0,9372-1,0000]",0.9372,0.38,0.9372
4,~a_7,"[0,8283-0,8945]",0.9385,0.39,0.9372
5,a_1,"[0,9135-1,0000]",0.9135,0.33,0.9135
5,~a_7,"[0,1019-0,1884]",0.9135,0.35,0.9135
5,~a_8,"[0,0512-0,1376]",0.9135,0.36,0.9135
6,d_15,"[0,8919-1,0000]",0.8939,0.37,0.8919
6,~a_8,"[0,1452-0,2533]",0.8942,0.41,0.8919
7,a_7,"[0,1213-0,2213]",0.9000,0.73,0.9000
8,d_18,"[0,9002-1,0000]",0.9002,0.52,0.9002
9,a_4,"[0,9219-1,0000]",0.9219,0.23,0.9219
9,~a_5,"[0,9219-1,0000]",0.9219,0.22,0.9219
9,~a_8,"[0,0000-0,0781]",0.9219,0.23,0.9219
10,a_5,"[0,9262-1,0000]",0.9262,0.37,0.9262
10,a_7,"[0,0810-0,1548]",0.9262,0.43,0.9262
11,d_13,"[0,9634-1,0000]",0.9634,0.27,0.9634
11,a_5,"[0,9634-1,0000]",0.9634,0.25,0.9634
11,a_8,"[0,0000-0,1987]",0.9853,0.27,0.9634
12,d_12,"[0,8763-1,0000]",0.8763,0.34,0.8763
12,a_8,"[0,7752-0,8989]",0.8784,0.37,0.8763
12,~a_8,"[0,1011-0,2248]",0.8784,0.38,0.8763
14,a_2,"[0,9284-1,0000]",0.9284,0.44,0.9284
14,a_8,"[0,7790-0,9996]",0.9599,0.42,0.9284
15,a_10,"[0,8987-1,0000]",0.8987,0.69,0.8987
15,a_6,"[0,8968-1,0000]",0.9053,0.67,0.8987
15,a_9,"[0,8987-1,0000]",0.8987,0.71,0.8987
16,a_0,"[0,8976-1,0000]",0.8976,0.52,0.8976
16,a_6,"[0,8817-1,0000]",0.9078,0.52,0.8976
16,a_7,"[0,8817-1,0000]",0.9078,0.53,0.8976
17,~a_0,"[0,8925-1,0000]",0.8925,0.56,0.8925
17,a_8,"[0,8923-0,9999]",0.8949,0.57,0.8925
17,~a_8,"[0,0001-0,1077]",0.8949,0.58,0.8925
19,~d_10,"[0,9099-1,0000]",0.9099,0.39,0.9099
19,a_5,"[0,9099-1,0000]",0.9099,0.41,0.9099
19,a_8,"[0,8726-0,9626]",0.9099,0.41,0.9099
20,~a_1,"[0,9265-1,0000]",0.9265,0.19,0.9265
20,a_6,"[0,7440-1,0000]",0.9644,0.17,0.9265
21,~d_13,"[0,9436-1,0000]",0.9436,0.48,0.9436
21,a_7,"[0,9436-1,0000]",0.9436,0.47,0.9436
22,d_9,"[0,9160-1,0000]",0.9160,0.82,0.9160
22,~a_5,"[0,7271-1,0000]",0.9349,0.84,0.9160
22,~a_7,"[0,0071-0,0911]",0.9176,0.85,0.9160
23,d_10,"[0,9216-1,0000]",0.9216,0.42,0.9216
23,~a_6,"[0,9216-1,0000]",0.9216,0.40,0.9216
23,a_8,"[0,9216-1,0000]",0.9216,0.42,0.9216
24,~a_5,"[0,9254-1,0000]",0.9254,0.55,0.9254
24,a_7,"[0,0743-0,1488]",0.9254,0.66,0.9254
25,d_17,"[0,9028-1,0000]",0.9028,0.84,0.9028
25,a_6,"[0,8626-1,0000]",0.9136,0.85,0.9028
25,~a_8,"[0,9028-1,0000]",0.9028,0.98,0.9028
26,~a_0,"[0,8609-1,0000]",0.9571,0.48,0.9411
26,a_5,"[0,9411-1,0000]",0.9411,0.48,0.9411
26,~a_8,"[0,9052-0,9967]",0.9607,0.49,0.9411
27,~a_2,"[0,9194-1,0000]",0.9194,0.52,0.9194
27,a_5,"[0,8312-1,0000]",0.9547,0.52,0.9194
27,~a_8,"[0,0000-0,1041]",0.9205,0.59,0.9194
28,d_10,"[0,9288-1,0000]",0.9288,0.65,0.9288
28,a_6,"[0,9288-1,0000]",0.9288,0.64,0.9288
29,d_17,"[0,9321-1,0000]",0.9321,0.25,0.9321
30,a_0,"[0,9195-1,0000]",0.9217,0.37,0.9208
32,~d_12,"[0,9530-1,0000]",0.9530,0.12,0.9530
32,~a_8,"[0,0336-0,0805]",0.9530,0.12,0.9530
32,a_8,"[0,9195-0,9664]",0.9530,0.12,0.9530
33,~a_2,"[0,9258-1,0000]",0.9258,0.35,0.9258
33,a_9,"[0,8687-0,9429]",0.9275,0.36,0.9258
34,d_9,"[0,8232-1,0000]",0.9031,0.43,0.8817
34,~a_8,"[0,8498-0,9681]",0.8817,0.43,0.8817
34,a_8,"[0,0319-0,1502]",0.8817,0.43,0.8817
