Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,0060-1,0000]",0.0066,0.62,0.0270
0,a_7,"[0,0270-1,0000]",0.0270,0.63,0.0270
0,~a_7,"[0,0000-0,9730]",0.0270,0.62,0.0270
1,a_4,"[0,1287-1,0000]",0.1287,4.81,0.1287
1,a_7,"[0,0065-0,9352]",0.0881,4.95,0.1287
2,~d_10,"[0,0873-1,0000]",0.0873,0.79,0.0873
2,~a_8,"[0,0001-0,9149]",0.0857,0.86,0.0873
3,~d_9,"[0,2352-1,0000]",0.2352,1.33,0.2352
3,a_7,"[0,0000-0,7648]",0.2352,1.36,0.2352
4,~d_10,"[0,0419-1,0000]",0.0419,1.97,0.0419
5,a_3,"[0,0040-1,0000]",0.0040,0.30,0.0040
5,a_8,"[0,0000-0,9960]",0.0044,0.32,0.0040
6,~a_3,"[0,0003-1,0000]",0.0004,1.51,0.0218
6,a_7,"[0,0000-0,9999]",0.0003,1.46,0.0218
6,~a_8,"[0,0001-0,9991]",0.0015,1.50,0.0218
7,d_18,"[0,0049-1,0000]",0.0063,3.07,0.0112
7,a_9,"[0,0074-0,9961]",0.0112,3.15,0.0112
8,~d_11,"[0,0572-1,0000]",0.0602,8.74,0.0677
8,a_6,"[0,0677-1,0000]",0.0684,8.73,0.0677
8,~a_7,"[0,0002-0,9325]",0.0684,9.12,0.0677
9,~a_0,"[0,0000-1,0000]",0.0000,0.90,0.0000
9,a_6,"[0,0000-1,0000]",0.0000,0.89,0.0000
9,a_7,"[0,0000-1,0000]",0.0000,0.92,0.0000
10,~d_17,"[0,0411-1,0000]",0.0411,2.53,0.0411
10,a_5,"[0,0411-1,0000]",0.0411,2.54,0.0411
10,a_7,"[0,0304-0,9893]",0.0411,2.67,0.0411
11,~d_19,"[0,0229-1,0000]",0.0275,4.17,0.0304
12,a_8,"[0,0002-0,9189]",0.0814,1.74,0.0814
13,d_15,"[0,0250-1,0000]",0.0250,1.46,0.0250
13,a_7,"[0,0241-0,9991]",0.0250,1.46,0.0250
14,~d_9,"[0,0242-1,0000]",0.0254,0.73,0.0247
15,~d_18,"[0,0291-1,0000]",0.0291,1.99,0.0291
15,a_6,"[0,0291-1,0000]",0.0291,1.97,0.0291
15,a_9,"[0,0291-1,0000]",0.0291,1.97,0.0291
16,d_10,"[0,0157-1,0000]",0.0157,0.88,0.0157
16,a_6,"[0,0157-1,0000]",0.0157,0.90,0.0157
17,d_12,"[0,0001-1,0000]",0.0001,1.88,0.0018
17,a_7,"[0,0018-1,0000]",0.0019,1.87,0.0018
17,~a_8,"[0,0001-1,0000]",0.0001,1.91,0.0018
18,~a_2,"[0,0069-1,0000]",0.0070,0.86,0.0069
18,~a_5,"[0,0069-1,0000]",0.0069,0.85,0.0069
18,a_7,"[0,0069-1,0000]",0.0069,0.88,0.0069
19,a_4,"[0,1716-1,0000]",0.2365,3.09,0.3607
19,~a_9,"[0,3543-0,9998]",0.3975,3.28,0.3607
20,~a_1,"[0,2449-1,0000]",0.2449,0.04,0.2449
20,a_5,"[0,2449-1,0000]",0.2449,0.04,0.2449
20,a_7,"[0,0000-1,0000]",0.0000,0.04,0.2449
21,d_10,"[0,1238-1,0000]",0.1429,2.93,0.1267
21,a_7,"[0,1206-1,0000]",0.1440,2.98,0.1267
21,~a_7,"[0,0000-0,8794]",0.1440,3.02,0.1267
22,d_14,"[0,1044-1,0000]",0.1044,3.42,0.1044
22,a_7,"[0,0968-0,9999]",0.1023,3.59,0.1044
22,~a_8,"[0,0106-0,9062]",0.1044,3.52,0.1044
23,d_12,"[1,2467-1,0000]",1.2467,0.85,1.2467
24,d_13,"[0,0000-1,0000]",0.0000,1.33,0.0001
25,~d_15,"[0,0001-1,0000]",0.0001,1.57,0.0001
26,a_6,"[0,0401-1,0000]",0.0401,4.61,0.0401
26,a_8,"[0,0000-0,9600]",0.0408,4.94,0.0401
27,a_5,"[0,1246-1,0000]",0.1305,10.62,0.1287
