Prog,Lit,Intervalo,Metric,Time,Mass
0,d_13,"[0,0364-1,0000]",0.0719,15.75,0.0741
0,~a_6,"[0,0492-1,0000]",0.0656,15.72,0.0741
0,~a_8,"[0,0017-0,9534]",0.0643,16.12,0.0741
1,~d_16,"[0,0226-1,0000]",0.0275,0.78,0.0340
2,a_3,"[0,0006-1,0000]",0.0008,1.96,0.0571
2,a_5,"[0,0456-1,0000]",0.0677,1.96,0.0571
3,a_0,"[0,1186-1,0000]",0.2025,7.35,0.1186
3,a_7,"[0,0720-0,9789]",0.1330,7.39,0.1186
3,~a_7,"[0,0211-0,9280]",0.1330,7.46,0.1186
4,a_7,"[0,0034-0,9993]",0.0056,0.99,0.0055
5,~d_9,"[0,0131-1,0000]",0.0139,1.88,0.0136
6,a_6,"[0,0124-1,0000]",0.0232,1.97,0.0813
6,a_8,"[0,0047-0,9933]",0.0220,2.02,0.0813
7,a_0,"[0,0135-1,0000]",0.0249,3.78,0.0192
7,~a_5,"[0,0134-1,0000]",0.0248,3.78,0.0192
8,a_4,"[0,0000-1,0000]",0.0000,7.22,0.0000
9,~a_7,"[0,0010-0,9976]",0.0060,1.78,0.0102
10,a_0,"[0,0498-1,0000]",0.0548,1.96,0.0498
10,a_7,"[0,0285-0,9979]",0.0489,1.89,0.0498
10,a_8,"[0,0000-0,9694]",0.0489,1.95,0.0498
11,a_7,"[0,0047-0,9985]",0.0068,7.28,0.0068
11,a_8,"[0,0014-0,9951]",0.0068,7.27,0.0068
12,a_8,"[0,0020-0,9398]",0.0737,0.48,0.0748
13,a_0,"[0,0115-1,0000]",0.0207,1.77,0.0179
14,a_7,"[0,0077-0,9761]",0.0544,3.49,0.0933
15,~a_0,"[0,0335-1,0000]",0.0482,7.24,0.0335
16,a_4,"[0,0238-1,0000]",0.0352,3.81,0.0288
16,a_8,"[0,0092-0,9853]",0.0352,3.89,0.0288
16,~a_8,"[0,0147-0,9908]",0.0352,3.94,0.0288
17,a_1,"[0,0383-1,0000]",0.0599,8.75,0.0660
17,~a_5,"[0,0660-1,0000]",0.1153,8.41,0.0660
17,~a_8,"[0,0002-0,9417]",0.0672,8.74,0.0660
18,a_7,"[0,0196-0,9995]",0.0378,8.58,0.0317
18,~a_8,"[0,0131-0,9930]",0.0378,8.87,0.0317
21,a_5,"[0,0135-1,0000]",0.0194,8.30,0.0186
21,a_9,"[0,0022-0,9887]",0.0194,8.43,0.0186
22,~d_17,"[0,0000-1,0000]",0.0000,2.15,0.0000
23,d_14,"[0,0069-1,0000]",0.0136,2.19,0.0143
23,~a_7,"[0,0004-0,9894]",0.0119,2.10,0.0143
25,~a_7,"[0,0324-0,9948]",0.0731,0.92,0.0376
26,~a_0,"[0,0611-1,0000]",0.0830,8.24,0.0611
27,a_9,"[0,0164-0,9862]",0.0305,8.18,0.0308
27,~a_8,"[0,0014-0,9735]",0.0286,8.48,0.0308
28,a_3,"[0,0039-1,0000]",0.0061,1.16,0.0082
29,a_7,"[0,0507-0,9742]",0.0865,4.83,0.0768
30,a_1,"[0,1072-1,0000]",0.1274,1.23,0.1166
30,~a_9,"[0,0313-0,9241]",0.1274,1.15,0.1166
30,a_9,"[0,0759-0,9687]",0.1274,1.18,0.1166
33,d_15,"[0,1157-1,0000]",0.2312,0.22,0.1184
33,a_9,"[0,1157-0,9973]",0.1746,0.24,0.1184
33,~a_9,"[0,0027-0,8843]",0.1746,0.24,0.1184
34,a_0,"[0,0312-1,0000]",0.0478,5.11,0.0344
35,d_19,"[0,0060-1,0000]",0.0103,9.34,0.0126
35,a_6,"[0,0087-1,0000]",0.0097,9.44,0.0126
35,a_8,"[0,0016-0,9956]",0.0103,9.54,0.0126
37,~a_6,"[0,0259-1,0000]",0.0331,1.28,0.0259
37,a_7,"[0,0002-0,9876]",0.0144,1.34,0.0259
38,d_17,"[0,0028-1,0000]",0.0033,2.31,0.0053
38,a_7,"[0,0014-0,9993]",0.0037,2.31,0.0053
38,~a_8,"[0,0002-0,9981]",0.0037,2.42,0.0053
39,a_6,"[0,0199-1,0000]",0.0280,5.04,0.0279
39,a_8,"[0,0199-1,0000]",0.0280,5.18,0.0279
40,a_3,"[0,0085-1,0000]",0.0101,5.09,0.0107
41,a_5,"[0,1544-1,0000]",0.1575,49.22,0.1560
41,~a_8,"[0,0248-0,9702]",0.1011,49.79,0.1560
42,d_13,"[0,1077-1,0000]",0.1427,2.56,0.1077
42,a_6,"[0,0540-1,0000]",0.1071,2.60,0.1077
42,a_9,"[0,0537-0,9462]",0.1425,2.61,0.1077
43,d_11,"[0,0014-1,0000]",0.0020,2.22,0.0028
