Prog,Lit,Intervalo,Metric,Time,Mass
0,a_5,"[0,8721-1,0000]",0.9767,2.14,0.9632
1,a_18,"[0,0251-0,0633]",0.9718,1.70,0.9703
9,~d_38,"[0,8786-1,0000]",0.9720,2.58,0.9556
9,a_18,"[0,0625-0,2233]",0.9731,2.67,0.9556
11,a_19,"[0,8093-0,9911]",0.9917,1.66,0.9815
11,a_20,"[0,0139-0,0887]",0.9842,1.66,0.9815
12,d_59,"[0,8870-1,0000]",0.9731,1.31,0.9700
12,~a_11,"[0,8879-1,0000]",0.9798,1.29,0.9700
12,a_19,"[0,8304-0,9530]",0.9749,1.51,0.9700
13,~a_15,"[0,0000-0,0317]",0.9683,2.22,0.9683
15,a_3,"[0,8988-1,0000]",0.9640,1.81,0.9565
17,d_68,"[0,8791-1,0000]",0.9555,2.52,0.9465
21,d_68,"[0,9295-1,0000]",0.9682,1.16,0.9609
22,d_74,"[0,9468-1,0000]",0.9844,1.55,0.9752
22,a_17,"[0,0398-0,2076]",0.9874,1.86,0.9752
24,d_52,"[0,7902-1,0000]",0.9729,2.00,0.9582
24,~a_21,"[0,7007-0,8729]",0.9794,2.23,0.9582
25,~a_15,"[0,0040-0,2062]",0.9856,2.69,0.9628
28,~d_31,"[0,9170-1,0000]",0.9453,2.46,0.9358
29,d_76,"[0,9655-1,0000]",0.9655,2.33,0.9655
30,d_32,"[0,9129-1,0000]",0.9693,1.85,0.9585
30,~a_19,"[0,0685-0,2128]",0.9710,1.98,0.9585
31,~d_48,"[0,9113-1,0000]",0.9799,1.53,0.9762
33,~d_59,"[0,8729-1,0000]",0.9658,1.44,0.9600
33,a_15,"[0,0033-0,0433]",0.9600,1.54,0.9600
33,a_19,"[0,8781-0,9905]",0.9767,1.65,0.9600
34,d_42,"[0,9374-1,0000]",0.9688,2.37,0.9628
34,a_12,"[0,8371-1,0000]",0.9786,2.38,0.9628
35,d_69,"[0,9596-1,0000]",0.9596,1.63,0.9596
35,a_13,"[0,8176-1,0000]",0.9737,1.66,0.9596
38,d_31,"[0,8794-1,0000]",0.9744,1.48,0.9634
39,d_46,"[0,9391-1,0000]",0.9788,1.63,0.9698
40,~d_63,"[0,9591-1,0000]",0.9688,1.55,0.9666
40,a_17,"[0,8317-0,9541]",0.9776,1.60,0.9666
41,d_24,"[0,9002-1,0000]",0.9577,2.92,0.9498
42,a_21,"[0,0737-0,1450]",0.9664,2.24,0.9618
42,a_19,"[0,8011-0,8679]",0.9726,2.21,0.9618
43,a_12,"[0,9252-1,0000]",0.9638,2.17,0.9600
43,~a_18,"[0,0091-0,1881]",0.9710,2.25,0.9600
44,~a_18,"[0,8231-0,9699]",0.9847,1.35,0.9734
46,~a_9,"[0,8759-1,0000]",0.9572,1.92,0.9437
46,a_18,"[0,7901-0,9867]",0.9649,1.90,0.9437
48,d_29,"[0,9476-1,0000]",0.9669,1.74,0.9621
