Prog,Lit,Intervalo,Metric,Time,Mass
0,d_67,"[0,7679-1,0000]",0.9067,1.17,0.8703
0,~a_13,"[0,8233-1,0000]",0.8791,1.16,0.8703
2,d_39,"[0,7808-1,0000]",0.8875,1.29,0.8657
2,~a_19,"[0,6522-1,0000]",0.9301,1.29,0.8657
2,a_15,"[0,6610-0,9970]",0.9144,1.32,0.8657
3,d_75,"[0,8774-1,0000]",0.9513,0.66,0.9444
4,d_59,"[0,9436-1,0000]",0.9442,0.86,0.9436
5,d_33,"[0,8390-1,0000]",0.9626,0.91,0.9347
6,~d_42,"[0,9123-1,0000]",0.9399,0.70,0.9310
8,a_17,"[0,7788-1,0000]",0.9405,0.93,0.9042
9,d_21,"[0,9078-1,0000]",0.9320,1.00,0.9298
11,a_20,"[0,7591-0,9954]",0.9672,0.67,0.8994
12,a_7,"[0,9453-1,0000]",0.9471,0.80,0.9453
12,a_19,"[0,0666-0,1213]",0.9473,0.91,0.9453
13,~d_22,"[0,9122-1,0000]",0.9213,0.94,0.9179
14,~a_18,"[0,0022-0,1444]",0.9126,1.40,0.8882
16,d_30,"[0,8716-1,0000]",0.9156,1.13,0.9026
17,d_68,"[0,8901-1,0000]",0.9365,0.98,0.9228
17,a_18,"[0,6462-0,9780]",0.9542,1.03,0.9228
19,d_63,"[0,8838-1,0000]",0.9300,0.89,0.9207
19,a_16,"[0,0001-0,1976]",0.9446,0.99,0.9207
19,~a_16,"[0,8024-0,9999]",0.9446,0.98,0.9207
20,~d_30,"[0,9125-1,0000]",0.9188,0.81,0.9172
20,a_18,"[0,0000-0,1934]",0.9325,0.82,0.9172
22,d_44,"[0,7091-1,0000]",0.9276,1.29,0.9182
23,~d_45,"[0,8428-1,0000]",0.9268,0.95,0.9131
25,d_59,"[0,8443-1,0000]",0.9062,0.88,0.8906
26,~d_54,"[0,8808-1,0000]",0.9239,1.11,0.9142
29,a_20,"[0,6225-1,0000]",0.9514,1.03,0.8918
30,a_14,"[0,8288-1,0000]",0.9311,1.23,0.9085
31,d_50,"[0,9313-1,0000]",0.9407,0.84,0.9381
32,d_59,"[0,9425-1,0000]",0.9504,0.79,0.9490
34,d_69,"[0,7238-1,0000]",0.9178,0.92,0.8905
35,d_37,"[0,8615-1,0000]",0.9309,0.98,0.9128
36,~d_44,"[0,9582-1,0000]",0.9611,1.02,0.9602
37,d_44,"[0,9114-1,0000]",0.9274,1.06,0.9236
39,d_68,"[0,9152-1,0000]",0.9258,1.32,0.9220
40,d_55,"[0,9157-1,0000]",0.9604,0.80,0.9515
40,a_10,"[0,8115-1,0000]",0.9670,0.80,0.9515
40,a_18,"[0,7146-1,0000]",0.9840,0.87,0.9515
41,~a_1,"[0,9033-1,0000]",0.9364,1.00,0.9306
41,a_17,"[0,1008-0,1980]",0.9428,1.12,0.9306
42,a_11,"[0,8537-1,0000]",0.8742,0.98,0.8575
42,~a_19,"[0,7523-0,9060]",0.8623,1.03,0.8575
43,a_6,"[0,8552-1,0000]",0.9660,0.75,0.9446
43,a_18,"[0,0519-0,2631]",0.9677,0.84,0.9446
44,d_58,"[0,8561-1,0000]",0.9193,0.99,0.9011
44,a_19,"[0,6055-0,8209]",0.9196,1.09,0.9011
44,~a_17,"[0,6995-0,8064]",0.9321,1.01,0.9011
47,d_42,"[0,7738-1,0000]",0.9140,1.26,0.8951
47,a_15,"[0,6794-0,9942]",0.9426,1.68,0.8951
49,a_15,"[0,8852-1,0000]",0.8953,1.23,0.8918
