Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,1394-1,0000]",0.1550,1.29,0.1590
0,a_7,"[0,1590-1,0000]",0.1590,1.35,0.1590
0,~a_7,"[0,0000-0,8410]",0.1590,1.30,0.1590
1,a_4,"[1,0344-1,0000]",1.0344,10.26,1.0344
1,a_7,"[0,0079-0,0608]",1.1699,10.26,1.0344
2,~d_10,"[0,1933-1,0000]",0.1933,1.61,0.1933
2,~a_8,"[0,0114-0,8204]",0.1920,1.69,0.1933
3,~d_9,"[0,1652-1,0000]",0.1652,2.61,0.1652
3,a_7,"[0,0000-0,8348]",0.1652,2.59,0.1652
4,~d_10,"[0,2254-1,0000]",0.2254,3.86,0.2254
5,a_3,"[0,0654-1,0000]",0.0654,0.73,0.0654
5,a_8,"[0,0002-0,9349]",0.0731,0.72,0.0654
6,~a_3,"[1,2431-1,0000]",1.5882,2.91,1.2904
6,a_7,"[1,2086-0,9853]",1.7018,2.81,1.2904
6,~a_8,"[0,0001--0,2232]",1.7068,2.82,1.2904
7,d_18,"[0,1681-1,0000]",0.2156,5.98,0.2144
7,a_9,"[0,1751-0,9607]",0.2144,6.07,0.2144
8,~d_11,"[0,2754-1,0000]",0.2899,16.50,0.2878
8,a_6,"[0,2878-1,0000]",0.2908,16.52,0.2878
8,~a_7,"[0,0001-0,7129]",0.2904,17.12,0.2878
9,~a_0,"[0,0000-1,0000]",0.0000,1.76,0.0000
9,a_6,"[0,0000-1,0000]",0.0000,1.80,0.0000
9,a_7,"[0,0000-1,0000]",0.0000,1.79,0.0000
10,~d_17,"[0,8852-1,0000]",0.8852,4.97,0.8852
10,a_5,"[0,8852-1,0000]",0.8852,4.87,0.8852
10,a_7,"[0,8845-0,9993]",0.8852,5.05,0.8852
11,~d_19,"[1,1990-1,0000]",1.4433,8.43,1.2206
12,a_8,"[0,0096-0,8651]",0.1445,3.77,0.1445
13,d_15,"[0,0182-1,0000]",0.0182,2.93,0.0182
13,a_7,"[0,0150-0,9968]",0.0182,3.13,0.0182
14,~d_9,"[0,0201-1,0000]",0.0211,1.47,0.0246
15,~d_18,"[0,0351-1,0000]",0.0351,4.35,0.0351
15,a_6,"[0,0351-1,0000]",0.0351,4.38,0.0351
15,a_9,"[0,0351-1,0000]",0.0351,4.31,0.0351
16,d_10,"[0,1768-1,0000]",0.1768,2.07,0.1768
16,a_6,"[0,1768-1,0000]",0.1768,2.02,0.1768
17,d_12,"[0,2017-1,0000]",0.2209,3.86,0.2292
17,a_7,"[0,2262-1,0000]",0.2307,3.77,0.2292
17,~a_8,"[0,0001-0,7858]",0.2331,3.94,0.2292
18,~a_2,"[0,1503-1,0000]",0.1513,1.73,0.1503
18,~a_5,"[0,1503-1,0000]",0.1503,1.84,0.1503
18,a_7,"[0,1503-1,0000]",0.1503,1.90,0.1503
19,a_4,"[0,0341-1,0000]",0.0470,6.34,0.0543
19,~a_9,"[0,0258-0,9989]",0.0301,6.82,0.0543
20,~a_1,"[0,2449-1,0000]",0.2449,0.11,0.2985
20,a_5,"[0,2985-1,0000]",0.2985,0.09,0.2985
20,a_7,"[0,0000-1,0000]",0.0000,0.09,0.2985
21,d_10,"[0,0091-1,0000]",0.0106,5.97,0.1094
21,a_7,"[0,0018-1,0000]",0.0022,6.10,0.1094
21,~a_7,"[0,0000-0,9982]",0.0022,6.12,0.1094
22,d_14,"[1,2275-1,0000]",1.2275,6.72,1.2275
22,a_7,"[1,2081-0,9999]",1.2755,7.07,1.2275
22,~a_8,"[1,1965-0,9690]",1.2275,6.81,1.2275
23,d_12,"[1,2713-1,0000]",1.2713,1.73,1.2713
24,d_13,"[0,0082-1,0000]",0.0082,3.15,0.0082
25,~d_15,"[0,0016-1,0000]",0.0016,3.36,0.0016
26,a_6,"[0,8747-1,0000]",0.8747,8.71,0.8747
26,a_8,"[0,0000-0,1253]",0.8921,8.84,0.8747
27,a_5,"[0,0482-1,0000]",0.0505,24.45,0.0540
27,a_8,"[0,0144-0,9999]",0.0179,24.88,0.0540
28,~d_16,"[1,2853-1,0000]",1.2853,3.10,1.2853
28,a_8,"[0,0026--0,2828]",1.2853,3.15,1.2853
28,~a_8,"[1,2828-0,9974]",1.2853,3.21,1.2853
29,a_6,"[0,2342-1,0000]",0.2342,3.81,0.2342
29,a_7,"[0,2334-0,9999]",0.2341,4.17,0.2342
30,d_12,"[1,3562-1,0000]",1.3562,0.53,1.3562
30,a_7,"[0,3505-1,0000]",0.3505,0.55,1.3562
30,~a_9,"[0,3505-1,0000]",0.3505,0.45,1.3562
31,a_3,"[1,4639-1,0000]",1.5531,1.10,1.4732
31,~a_6,"[1,4732-1,0000]",1.4732,1.20,1.4732
31,~a_8,"[1,4732-1,0000]",1.4732,1.38,1.4732
32,d_10,"[0,0047-1,0000]",0.0047,0.88,0.0048
32,a_8,"[0,0000-0,9998]",0.0003,0.94,0.0048
33,a_9,"[0,0015-0,8647]",0.1368,1.38,0.1368
34,d_9,"[0,0027-1,0000]",0.0027,7.12,0.0027
34,~a_8,"[0,0018-0,9992]",0.0027,7.35,0.0027
34,~a_7,"[0,0016-0,9989]",0.0027,7.44,0.0027
36,a_2,"[1,5592-1,0000]",1.6033,10.97,1.5601
36,~a_6,"[1,5566-1,0000]",1.5566,10.98,1.5601
36,a_7,"[0,0128--0,5196]",1.5560,11.14,1.5601
37,~a_5,"[0,0107-1,0000]",0.0109,26.86,0.0108
37,~a_7,"[0,0018-0,9914]",0.0104,27.16,0.0108
38,a_1,"[0,0039-1,0000]",0.0039,2.06,0.0039
39,a_4,"[0,0098-1,0000]",0.0107,0.58,0.0098
39,~a_8,"[0,0098-1,0000]",0.0099,0.57,0.0098
39,~a_7,"[0,0091-0,9993]",0.0098,0.64,0.0098
41,a_0,"[0,0153-1,0000]",0.0153,3.93,0.0153
41,a_8,"[0,0143-1,0000]",0.0169,4.35,0.0153
41,~a_8,"[0,0000-0,9857]",0.0169,4.27,0.0153
43,a_6,"[0,0435-1,0000]",0.0435,3.32,0.0435
44,~d_14,"[0,2345-1,0000]",0.2345,5.15,0.2345
44,~a_8,"[0,0082-0,7744]",0.2347,5.12,0.2345
45,d_13,"[1,2408-1,0000]",1.2408,1.82,1.2666
45,~a_7,"[0,1244--0,1422]",1.2666,1.93,1.2666
45,a_8,"[0,0000--0,2408]",1.2408,1.86,1.2666
46,a_6,"[0,0002-1,0000]",0.0002,12.01,0.0002
46,a_7,"[0,0002-1,0000]",0.0002,12.17,0.0002
47,~a_3,"[1,2773-1,0000]",1.3474,2.31,1.2971
47,~a_9,"[0,0000--0,2927]",1.3255,2.33,1.2971
48,d_9,"[0,1541-1,0000]",0.1541,12.98,0.1541
48,~a_5,"[0,1541-1,0000]",0.1541,13.13,0.1541
48,~a_7,"[0,0018-0,8477]",0.1541,14.18,0.1541
49,d_14,"[0,0218-1,0000]",0.0219,2.15,0.0219
50,~d_14,"[1,5305-1,0000]",1.5305,0.91,1.5305
50,a_6,"[1,5305-1,0000]",1.5305,0.94,1.5305
50,a_8,"[0,0054--0,5242]",1.6198,0.90,1.5305
51,~a_2,"[0,1021-1,0000]",0.1021,4.48,0.1021
51,a_6,"[0,1021-1,0000]",0.1157,4.32,0.1021
51,~a_8,"[0,0001-0,8980]",0.1157,4.76,0.1021
52,d_14,"[0,0266-1,0000]",0.0266,2.17,0.0328
53,d_10,"[0,1457-1,0000]",0.1486,4.78,0.1492
53,~a_7,"[0,0127-0,8634]",0.1492,4.82,0.1492
53,a_7,"[0,1366-0,9873]",0.1492,4.81,0.1492
54,a_2,"[0,1558-1,0000]",0.1558,0.77,0.1558
54,a_5,"[0,0875-1,0000]",0.1031,0.63,0.1558
54,~a_8,"[0,0000-0,9125]",0.1031,0.65,0.1558
55,d_16,"[0,0054-1,0000]",0.0054,0.92,0.0054
55,a_6,"[0,0054-1,0000]",0.0056,0.87,0.0054
55,a_8,"[0,0048-1,0000]",0.0049,0.92,0.0054
56,d_18,"[0,0534-1,0000]",0.0534,3.04,0.0534
56,a_8,"[0,0533-1,0000]",0.0534,3.04,0.0534
57,a_0,"[1,2253-1,0000]",1.2253,1.31,1.2253
57,a_7,"[1,2253-1,0000]",1.2253,1.39,1.2253
57,~a_7,"[0,0000--0,2253]",1.2253,1.39,1.2253
58,~a_7,"[0,0927--0,0268]",1.9188,18.75,1.3358
59,a_0,"[0,1447-1,0000]",0.1447,5.86,0.1447
59,a_7,"[0,1447-1,0000]",0.1447,5.78,0.1447
60,d_10,"[1,2475-1,0000]",1.2475,12.79,1.2475
60,a_7,"[1,2475-1,0000]",1.3770,13.31,1.2475
60,a_8,"[1,2475-1,0000]",1.3773,13.15,1.2475
61,~a_4,"[0,0609-1,0000]",0.0609,4.04,0.0609
61,a_5,"[0,0609-1,0000]",0.0609,3.99,0.0609
61,~a_8,"[0,0003-0,9590]",0.0419,4.21,0.0609
62,a_6,"[0,3106-1,0000]",0.3483,22.71,0.3169
62,a_7,"[0,1177-0,8071]",0.3208,24.27,0.3169
63,d_12,"[1,1640-1,0000]",1.1640,5.77,1.1640
63,a_8,"[1,1640-1,0000]",1.1641,5.90,1.1640
64,~d_9,"[1,1674-1,0000]",1.1674,1.49,1.1674
64,a_6,"[1,1674-1,0000]",1.1674,1.44,1.1674
64,a_7,"[1,0534-0,8860]",1.1674,1.57,1.1674
65,a_5,"[0,0110-1,0000]",0.0111,4.37,0.0113
65,a_7,"[0,0001-0,9888]",0.0113,4.29,0.0113
66,a_4,"[0,4794-1,0000]",0.4794,7.84,0.4794
66,a_7,"[0,4790-1,0000]",0.4820,8.00,0.4794
67,~a_5,"[0,1178-1,0000]",0.1178,1.93,0.1178
68,a_2,"[0,0001-1,0000]",0.0001,1.39,0.0001
68,a_8,"[0,0001-1,0000]",0.0001,1.39,0.0001
69,~d_12,"[0,0001-1,0000]",0.0001,5.26,0.0002
69,a_8,"[0,0002-1,0000]",0.0002,5.18,0.0002
70,a_0,"[0,3167-1,0000]",0.3479,4.35,0.3167
70,a_7,"[0,1319-0,8153]",0.3479,4.57,0.3167
70,a_8,"[0,0125-0,9140]",0.1437,4.48,0.3167
71,a_4,"[0,0864-1,0000]",0.0864,5.87,0.0864
72,a_2,"[0,1781-1,0000]",0.1781,5.88,0.1781
72,a_7,"[0,1426-0,9645]",0.1781,5.98,0.1781
72,~a_8,"[0,1780-0,9999]",0.1781,6.01,0.1781
73,~a_3,"[0,2183-1,0000]",0.2183,2.70,0.2183
73,~a_6,"[0,2049-1,0000]",0.2220,2.63,0.2183
73,a_8,"[0,1473-0,9290]",0.2365,2.65,0.2183
74,a_2,"[0,0816-1,0000]",0.0816,12.63,0.0816
74,~a_5,"[0,0816-1,0000]",0.0817,12.68,0.0816
74,a_8,"[0,0811-0,9995]",0.0816,13.32,0.0816
76,a_7,"[0,0011-1,0000]",0.0011,8.51,0.0011
76,a_8,"[0,0011-1,0000]",0.0011,8.57,0.0011
77,a_1,"[0,2236-1,0000]",0.2545,6.09,0.2247
77,a_6,"[0,2228-1,0000]",0.2245,6.05,0.2247
77,~a_9,"[0,0009-0,9693]",0.0363,6.54,0.2247
78,~d_14,"[0,2594-1,0000]",0.2594,4.14,0.2594
78,~a_7,"[0,2532-1,0000]",0.2767,4.10,0.2594
78,~a_8,"[0,2499-0,9919]",0.2634,4.18,0.2594
79,a_6,"[1,0175-1,0000]",1.1306,4.41,1.1008
79,~a_8,"[0,0000--0,1008]",1.1008,4.67,1.1008
80,a_7,"[0,0295-0,9665]",0.0806,8.97,0.1109
81,~d_16,"[0,0020-1,0000]",0.0024,4.53,0.0028
82,~a_1,"[1,4126-1,0000]",1.4126,2.04,1.4126
82,a_5,"[1,4072-1,0000]",1.4356,2.06,1.4126
82,~a_7,"[0,0024--0,4099]",1.4166,2.17,1.4126
83,a_7,"[0,0490-0,6963]",0.3530,2.99,0.3539
84,a_3,"[0,0147-1,0000]",0.0147,5.39,0.0147
84,~a_7,"[0,0011-0,9866]",0.0148,5.63,0.0147
85,d_17,"[1,1453-1,0000]",1.1453,18.39,1.1453
85,a_8,"[0,0070--0,1266]",1.4296,19.56,1.1453
86,d_10,"[0,0089-1,0000]",0.0094,10.32,0.0115
86,~a_7,"[0,0115-1,0000]",0.0115,10.22,0.0115
86,a_7,"[0,0000-0,9885]",0.0115,10.35,0.0115
87,a_7,"[0,2372-1,0000]",0.2395,4.62,0.2382
87,~a_7,"[0,0000-0,7628]",0.2395,4.57,0.2382
88,~a_1,"[0,1312-1,0000]",0.1312,8.38,0.1312
88,a_5,"[0,1312-1,0000]",0.1313,8.30,0.1312
88,~a_7,"[0,0000-0,8688]",0.1313,8.47,0.1312
