Prog,Lit,Intervalo,Metric,Time,Mass
0,d_67,"[0,4275-1,0000]",0.5048,4.56,0.4287
0,~a_13,"[0,4248-1,0000]",0.4535,4.53,0.4287
2,d_39,"[0,0029-1,0000]",0.0034,4.91,0.0098
2,~a_19,"[0,0009-1,0000]",0.0014,4.93,0.0098
2,a_15,"[0,0016-0,9995]",0.0029,4.99,0.0098
3,d_75,"[0,0258-1,0000]",0.0280,5.40,0.0259
4,d_59,"[0,0077-1,0000]",0.0077,6.32,0.0077
5,d_33,"[0,0012-1,0000]",0.0014,6.57,0.0016
6,~d_42,"[0,0047-1,0000]",0.0048,6.80,0.0048
8,a_17,"[0,0021-1,0000]",0.0026,7.36,0.0035
9,d_21,"[0,0164-1,0000]",0.0168,6.53,0.0365
11,a_20,"[0,0036-0,9998]",0.0048,6.14,0.0119
12,a_7,"[0,0039-1,0000]",0.0039,5.93,0.0039
12,a_19,"[0,0034-0,9995]",0.0039,6.24,0.0039
13,~d_22,"[0,0030-1,0000]",0.0031,6.20,0.0030
14,~a_18,"[0,0006-0,9936]",0.0075,6.49,0.0083
16,d_30,"[0,0011-1,0000]",0.0012,6.02,0.0013
17,d_68,"[0,0425-1,0000]",0.0448,6.11,0.0426
17,a_18,"[0,0027-0,9972]",0.0079,6.46,0.0426
19,d_63,"[0,0116-1,0000]",0.0123,6.23,0.0153
19,a_16,"[0,0000-0,9886]",0.0134,6.31,0.0153
19,~a_16,"[0,0114-1,0000]",0.0134,6.28,0.0153
20,~d_30,"[0,0579-1,0000]",0.0583,6.15,0.0580
20,a_18,"[0,0000-0,9437]",0.0651,6.26,0.0580
22,d_44,"[0,0047-1,0000]",0.0062,6.22,0.0399
23,~d_45,"[0,0050-1,0000]",0.0055,6.22,0.0054
25,d_59,"[0,0052-1,0000]",0.0056,6.23,0.0064
26,~d_54,"[0,0037-1,0000]",0.0039,5.93,0.0039
29,a_20,"[0,0001-0,9997]",0.0005,6.25,0.0107
30,a_14,"[0,0070-1,0000]",0.0079,6.05,0.0076
31,d_50,"[0,0124-1,0000]",0.0125,6.17,0.0125
32,d_59,"[0,0026-1,0000]",0.0026,6.31,0.0026
