Prog,Lit,Intervalo,Metric,Time,Mass
0,~a_4,"[0,0605-1,0000]",0.0657,577.47,0.0646
1,~d_16,"[0,0341-1,0000]",0.0346,429.08,0.0353
2,a_0,"[0,0832-1,0000]",0.0950,415.86,0.0887
2,a_5,"[0,0813-1,0000]",0.1011,416.23,0.0887
2,~a_7,"[0,0556-0,9694]",0.0912,425.27,0.0887
4,d_14,"[0,0794-1,0000]",0.0827,554.35,0.0808
4,~a_5,"[0,0790-1,0000]",0.0819,555.04,0.0808
5,a_3,"[0,0210-1,0000]",0.0215,345.46,0.0211
6,d_13,"[0,0432-1,0000]",0.0494,314.26,0.0848
8,d_14,"[0,0156-1,0000]",0.0181,728.58,0.0313
8,a_6,"[0,0170-1,0000]",0.0210,728.10,0.0313
10,~d_17,"[0,0859-1,0000]",0.0894,546.16,0.0868
10,a_7,"[0,0050-0,9282]",0.0984,549.85,0.0868
10,~a_8,"[0,0809-0,9983]",0.0890,549.24,0.0868
13,~d_9,"[0,0714-1,0000]",0.0779,414.14,0.0751
14,d_15,"[0,0341-1,0000]",0.0436,314.61,0.0437
15,~d_11,"[0,1130-1,0000]",0.1130,482.78,0.1130
15,~a_7,"[0,0065-0,8937]",0.1131,486.11,0.1130
16,d_14,"[0,0519-1,0000]",0.0540,311.21,0.0567
16,~a_8,"[0,0000-0,9494]",0.0544,311.56,0.0567
17,a_1,"[0,0166-1,0000]",0.0166,420.04,0.0166
17,a_8,"[0,0155-0,9997]",0.0166,421.60,0.0166
19,a_1,"[0,0911-1,0000]",0.1141,600.21,0.1014
19,a_8,"[0,0965-0,9996]",0.1037,603.89,0.1014
20,a_7,"[0,3865-1,0000]",0.4586,11.13,0.3935
21,~a_1,"[0,0612-1,0000]",0.0703,514.69,0.0635
21,~a_9,"[0,0018-0,9420]",0.0619,518.40,0.0635
22,d_9,"[0,0445-1,0000]",0.0473,310.44,0.0799
22,a_7,"[0,0784-0,9999]",0.0843,312.24,0.0799
22,~a_8,"[0,0026-0,9623]",0.0498,310.87,0.0799
24,~d_16,"[0,0121-1,0000]",0.0141,317.81,0.0200
25,~a_8,"[0,0091-0,9327]",0.0787,542.29,0.0823
25,a_7,"[0,0639-0,9820]",0.0820,542.92,0.0823
26,a_7,"[0,0111-0,9632]",0.0518,604.76,0.0582
27,a_5,"[0,0563-1,0000]",0.0619,386.86,0.0667
28,~d_16,"[0,0526-1,0000]",0.0538,288.09,0.0532
29,d_17,"[0,0205-1,0000]",0.0228,402.58,0.0248
30,a_0,"[0,0413-1,0000]",0.0426,67.56,0.0428
30,~a_9,"[0,0084-0,9975]",0.0120,67.33,0.0428
30,a_9,"[0,0025-0,9916]",0.0120,67.98,0.0428
31,a_7,"[0,0102-0,9967]",0.0182,367.63,0.0313
33,d_13,"[0,0554-1,0000]",0.0613,205.45,0.0564
33,a_9,"[0,0550-0,9992]",0.0564,207.04,0.0564
33,~a_9,"[0,0008-0,9450]",0.0564,206.86,0.0564
35,d_14,"[0,0126-1,0000]",0.0141,572.18,0.0157
