Prog,Lit,Intervalo,Metric,Time,Mass
1,a_15,"[0,0148-0,0469]",0.9679,2.03,0.9679
3,~d_57,"[0,8923-1,0000]",0.9805,1.22,0.9712
3,a_15,"[0,8846-0,9562]",0.9749,1.87,0.9712
4,d_35,"[0,9212-1,0000]",0.9761,1.33,0.9689
4,~a_11,"[0,8655-1,0000]",0.9779,1.35,0.9689
6,a_14,"[0,8570-0,9439]",0.9655,1.82,0.9601
6,a_17,"[0,9471-0,9870]",0.9601,2.77,0.9601
7,a_16,"[0,9186-0,9987]",0.9683,1.65,0.9644
7,~a_16,"[0,0013-0,0814]",0.9683,1.68,0.9644
9,~d_25,"[0,9095-1,0000]",0.9763,1.52,0.9676
