Prog,Lit,Intervalo,Metric,Time,Mass
0,~a_4,"[0,0455-1,0000]",0.0494,344.54,0.0490
1,~d_16,"[0,0122-1,0000]",0.0124,291.50,0.0123
2,a_0,"[0,0303-1,0000]",0.0346,272.64,0.0498
2,a_5,"[0,0269-1,0000]",0.0334,272.81,0.0498
2,~a_7,"[0,0063-0,9754]",0.0327,279.29,0.0498
4,d_14,"[0,0488-1,0000]",0.0508,338.02,0.0493
4,~a_5,"[0,0474-1,0000]",0.0492,339.11,0.0493
5,a_3,"[0,0104-1,0000]",0.0106,231.31,0.0105
6,d_13,"[0,0089-1,0000]",0.0102,215.81,0.0131
8,d_14,"[0,0076-1,0000]",0.0088,417.95,0.0138
8,a_6,"[0,0063-1,0000]",0.0077,418.40,0.0138
10,~d_17,"[0,1042-1,0000]",0.1085,354.54,0.1061
10,a_7,"[0,0075-0,9389]",0.0879,358.01,0.1061
10,~a_8,"[0,1007-0,9965]",0.1124,356.81,0.1061
13,~d_9,"[0,0197-1,0000]",0.0215,293.68,0.0213
14,d_15,"[0,0059-1,0000]",0.0075,232.57,0.0073
15,~d_11,"[0,3822-1,0000]",0.3822,312.70,0.3822
15,~a_7,"[0,0015-0,6193]",0.3830,314.47,0.3822
16,d_14,"[0,0659-1,0000]",0.0686,229.59,0.0660
16,~a_8,"[0,0000-0,9355]",0.0692,230.67,0.0660
17,a_1,"[0,0590-1,0000]",0.0590,285.43,0.0590
17,a_8,"[0,0538-0,9981]",0.0582,286.44,0.0590
19,a_1,"[0,0384-1,0000]",0.0481,327.37,0.0786
19,a_8,"[0,0473-0,9996]",0.0511,328.83,0.0786
20,a_7,"[0,0600-1,0000]",0.0712,10.24,0.0611
21,~a_1,"[0,0080-1,0000]",0.0091,300.44,0.0121
21,~a_9,"[0,0021-0,9906]",0.0119,301.48,0.0121
22,d_9,"[0,0335-1,0000]",0.0356,203.36,0.0361
22,a_7,"[0,0314-0,9994]",0.0343,203.89,0.0361
22,~a_8,"[0,0002-0,9937]",0.0081,203.02,0.0361
24,~d_16,"[0,0489-1,0000]",0.0569,208.72,0.0550
25,~a_8,"[0,0028-0,9662]",0.0377,308.96,0.0420
25,a_7,"[0,0354-0,9934]",0.0421,310.31,0.0420
26,a_7,"[0,0036-0,9983]",0.0057,336.83,0.0082
27,a_5,"[0,0115-1,0000]",0.0127,238.75,0.0124
28,~d_16,"[0,0065-1,0000]",0.0066,184.24,0.0075
29,d_17,"[0,0056-1,0000]",0.0062,268.33,0.0120
30,a_0,"[0,0183-1,0000]",0.0189,61.94,0.0193
30,~a_9,"[0,0022-0,9841]",0.0198,62.24,0.0193
30,a_9,"[0,0159-0,9978]",0.0198,62.47,0.0193
31,a_7,"[0,0004-0,9974]",0.0040,252.45,0.0061
33,d_13,"[0,0207-1,0000]",0.0229,157.72,0.0210
33,a_9,"[0,0207-0,9999]",0.0210,158.27,0.0210
33,~a_9,"[0,0001-0,9793]",0.0210,158.43,0.0210
35,d_14,"[0,0045-1,0000]",0.0051,345.37,0.0112
35,a_8,"[0,0027-0,9978]",0.0061,347.24,0.0112
36,a_2,"[0,1033-1,0000]",0.1071,236.23,0.1037
37,a_9,"[0,0006-0,9971]",0.0050,375.63,0.0088
39,~a_1,"[0,0729-1,0000]",0.0736,293.70,0.0733
40,a_3,"[0,0547-1,0000]",0.0557,290.17,0.0551
41,d_16,"[0,0911-1,0000]",0.0939,282.89,0.0925
41,a_8,"[0,0844-1,0000]",0.1115,284.91,0.0925
41,a_7,"[0,0839-0,9997]",0.1079,283.32,0.0925
42,d_10,"[0,0228-1,0000]",0.0228,225.21,0.0228
42,~a_7,"[0,0145-0,9964]",0.0186,226.36,0.0228
43,a_2,"[0,0100-1,0000]",0.0101,239.28,0.0104
43,a_8,"[0,0067-1,0000]",0.0085,238.75,0.0104
44,d_10,"[0,0205-1,0000]",0.0206,285.76,0.0206
45,~d_11,"[0,0331-1,0000]",0.0334,156.68,0.0333
45,~a_8,"[0,0051-0,9723]",0.0348,159.35,0.0333
45,a_8,"[0,0277-0,9949]",0.0348,159.20,0.0333
46,d_13,"[0,0220-1,0000]",0.0220,211.90,0.0220
46,a_5,"[0,0218-1,0000]",0.0220,212.01,0.0220
46,~a_7,"[0,0012-0,9792]",0.0220,212.45,0.0220
47,~a_7,"[0,0154-1,0000]",0.0170,164.70,0.0195
47,~a_9,"[0,0148-0,9969]",0.0187,166.51,0.0195
49,a_0,"[0,0048-1,0000]",0.0060,282.31,0.0067
50,a_3,"[0,0120-1,0000]",0.0128,305.45,0.0133
51,d_14,"[0,0104-1,0000]",0.0105,309.29,0.0108
53,~a_9,"[0,0000-0,9972]",0.0035,263.82,0.0068
54,a_4,"[0,0581-1,0000]",0.0597,118.74,0.0585
54,~a_8,"[0,0487-0,9931]",0.0614,118.85,0.0585
