Prog,Lit,Intervalo,Metric,Time,Mass
0,~d_19,"[0,0000-1,0000]",0.0000,0.35,0.0000
0,a_7,"[0,0000-1,0000]",0.0000,0.36,0.0000
0,a_8,"[0,0000-1,0000]",0.0000,0.38,0.0000
1,~a_1,"[0,0202-1,0000]",0.0202,0.76,0.0202
1,a_5,"[0,0075-1,0000]",0.0090,0.77,0.0202
1,a_8,"[0,0183-1,0000]",0.0184,0.78,0.0202
2,~a_2,"[0,0123-1,0000]",0.0123,0.47,0.0123
3,~d_13,"[0,0128-1,0000]",0.0128,0.84,0.0128
3,~a_7,"[0,0000-0,9978]",0.0023,0.85,0.0128
4,~d_10,"[0,0842-1,0000]",0.0842,0.88,0.0842
4,a_8,"[0,0842-1,0000]",0.0842,0.91,0.0842
4,~a_7,"[0,0822-0,9981]",0.0846,0.94,0.0842
5,a_1,"[0,0109-1,0000]",0.0109,0.21,0.0109
5,~a_7,"[0,0108-0,9999]",0.0109,0.22,0.0109
5,~a_8,"[0,0108-0,9999]",0.0109,0.24,0.0109
6,d_15,"[0,0077-1,0000]",0.0077,0.59,0.0077
6,~a_8,"[0,0069-0,9993]",0.0077,0.66,0.0077
7,a_7,"[0,0006-0,9909]",0.0097,1.72,0.0097
8,d_18,"[0,0136-1,0000]",0.0136,0.54,0.0136
9,a_4,"[0,0002-1,0000]",0.0002,0.29,0.0002
9,~a_5,"[0,0002-1,0000]",0.0002,0.29,0.0002
9,~a_8,"[0,0000-0,9998]",0.0002,0.30,0.0002
10,a_5,"[0,0000-1,0000]",0.0000,0.55,0.0000
10,a_7,"[0,0000-1,0000]",0.0000,0.60,0.0000
11,d_13,"[0,0338-1,0000]",0.0338,1.19,0.0338
11,a_5,"[0,0338-1,0000]",0.0338,1.16,0.0338
11,a_8,"[0,0012-0,9697]",0.0388,1.20,0.0338
12,d_12,"[0,2024-1,0000]",0.2024,0.29,0.2024
12,a_8,"[0,0000-0,7977]",0.2027,0.29,0.2024
12,~a_8,"[0,2023-1,0000]",0.2027,0.28,0.2024
14,a_2,"[1,2849-1,0000]",1.2849,1.10,1.2849
14,a_8,"[1,2654-0,9998]",1.5586,1.12,1.2849
15,a_10,"[0,0676-1,0000]",0.0676,0.52,0.0676
15,a_6,"[0,0676-1,0000]",0.0682,0.51,0.0676
15,a_9,"[0,0676-1,0000]",0.0676,0.55,0.0676
16,a_0,"[0,0745-1,0000]",0.0745,0.46,0.0745
16,a_6,"[0,0351-1,0000]",0.0362,0.45,0.0745
16,a_7,"[0,0351-1,0000]",0.0362,0.48,0.0745
17,~a_0,"[1,3697-1,0000]",1.3697,0.68,1.3697
17,a_8,"[1,3697-1,0000]",1.3733,0.70,1.3697
17,~a_8,"[0,0000--0,3697]",1.3733,0.70,1.3697
19,~d_10,"[0,0238-1,0000]",0.0238,0.50,0.0238
19,a_5,"[0,0238-1,0000]",0.0238,0.49,0.0238
19,a_8,"[0,0233-0,9995]",0.0238,0.51,0.0238
20,~a_1,"[0,0000-1,0000]",0.0000,0.04,0.0000
20,a_6,"[0,0000-1,0000]",0.0000,0.04,0.0000
21,~d_13,"[0,0014-1,0000]",0.0014,0.88,0.0014
21,a_7,"[0,0013-0,9999]",0.0014,0.88,0.0014
22,d_9,"[0,1176-1,0000]",0.1176,2.10,0.1176
22,~a_5,"[0,0936-1,0000]",0.1204,2.06,0.1176
22,~a_7,"[0,0002-0,8828]",0.1175,2.19,0.1176
23,d_10,"[0,0001-1,0000]",0.0001,0.92,0.0001
23,~a_6,"[0,0001-1,0000]",0.0001,0.91,0.0001
23,a_8,"[0,0001-1,0000]",0.0001,0.93,0.0001
24,~a_5,"[0,1169-1,0000]",0.1169,1.21,0.1169
24,a_7,"[0,0002-0,8833]",0.1169,1.27,0.1169
25,d_17,"[1,1048-1,0000]",1.1048,0.92,1.1048
25,a_6,"[1,0853-1,0000]",1.1494,0.91,1.1048
25,~a_8,"[1,1048-1,0000]",1.1048,0.98,1.1048
26,~a_0,"[0,1078-1,0000]",0.1198,1.05,0.1078
26,a_5,"[0,1078-1,0000]",0.1078,1.04,0.1078
26,~a_8,"[0,1073-0,9999]",0.1136,1.11,0.1078
27,~a_2,"[0,1214-1,0000]",0.1214,1.15,0.1214
27,a_5,"[0,0706-1,0000]",0.0810,1.13,0.1214
27,~a_8,"[0,0000-0,9271]",0.0749,1.19,0.1214
28,d_10,"[0,2528-1,0000]",0.2528,0.70,0.2528
28,a_6,"[0,2528-1,0000]",0.2528,0.69,0.2528
29,d_17,"[0,0000-1,0000]",0.0000,0.17,0.0000
30,a_0,"[0,1363-1,0000]",0.1367,0.13,0.1363
32,~d_12,"[1,7878-1,0000]",1.7878,0.08,1.7878
32,~a_8,"[0,0000--0,7878]",1.7878,0.09,1.7878
32,a_8,"[1,7878-1,0000]",1.7878,0.08,1.7878
33,~a_2,"[0,0736-1,0000]",0.0736,0.40,0.0736
33,a_9,"[0,0734-0,9998]",0.0737,0.40,0.0736
34,d_9,"[0,0012-1,0000]",0.0013,0.24,0.0012
34,~a_8,"[0,0012-1,0000]",0.0012,0.25,0.0012
34,a_8,"[0,0000-0,9988]",0.0012,0.25,0.0012
35,d_10,"[0,1496-1,0000]",0.1496,1.09,0.1496
35,a_8,"[0,1369-0,9872]",0.1496,1.16,0.1496
36,~a_6,"[0,0222-1,0000]",0.0238,1.74,0.0226
36,a_8,"[0,0226-1,0000]",0.0226,1.74,0.0226
37,~d_18,"[0,0016-1,0000]",0.0016,1.91,0.0016
37,~a_6,"[0,0016-1,0000]",0.0016,1.88,0.0016
37,~a_9,"[0,0002-0,9986]",0.0015,1.98,0.0016
38,a_4,"[0,2450-1,0000]",0.2450,0.38,0.2450
38,a_7,"[0,1191-1,0000]",0.1400,0.39,0.2450
39,~d_11,"[0,1040-1,0000]",0.1040,0.38,0.1040
39,a_6,"[0,1034-1,0000]",0.1046,0.37,0.1040
39,a_8,"[0,0971-1,0000]",0.0991,0.37,0.1040
40,a_7,"[0,4185-1,0000]",0.4186,0.67,0.4186
