Prog,Lit,Intervalo,Metric,Time,Mass
0,d_16,"[0,9173-1,0000]",0.9740,1.92,0.9667
0,a_8,"[0,8296-0,9624]",0.9863,1.89,0.9667
0,a_7,"[0,8288-0,9563]",0.9826,1.90,0.9667
3,~d_16,"[0,9209-1,0000]",0.9714,1.60,0.9601
3,a_7,"[0,8511-0,9259]",0.9705,1.61,0.9601
3,~a_7,"[0,0741-0,1489]",0.9705,1.65,0.9601
6,d_14,"[0,8934-1,0000]",0.9798,0.97,0.9725
6,a_5,"[0,9569-1,0000]",0.9810,0.97,0.9725
6,a_7,"[0,9569-1,0000]",0.9810,0.98,0.9725
7,~a_4,"[0,9608-1,0000]",0.9683,1.71,0.9615
8,a_7,"[0,9058-1,0000]",0.9623,1.83,0.9535
9,d_14,"[0,8845-1,0000]",0.9689,1.79,0.9653
11,~a_3,"[0,9139-1,0000]",0.9677,2.12,0.9640
13,d_17,"[0,9110-1,0000]",0.9737,1.49,0.9710
14,a_0,"[0,9550-1,0000]",0.9645,2.20,0.9621
15,a_6,"[0,7547-1,0000]",0.9819,1.50,0.9646
15,a_9,"[0,8139-0,9934]",0.9697,1.58,0.9646
16,a_1,"[0,9248-1,0000]",0.9738,1.02,0.9702
16,a_7,"[0,7511-0,9681]",0.9868,1.02,0.9702
17,a_1,"[0,9332-1,0000]",0.9715,1.51,0.9674
18,a_4,"[0,9630-1,0000]",0.9636,1.87,0.9630
20,a_10,"[0,8401-1,0000]",0.9782,0.62,0.9656
20,a_7,"[0,8584-1,0000]",0.9720,0.62,0.9656
21,~a_2,"[0,9493-1,0000]",0.9777,1.36,0.9738
21,a_9,"[0,8651-0,9453]",0.9813,1.41,0.9738
22,a_8,"[0,0573-0,3307]",0.9705,1.71,0.9463
23,d_17,"[0,7540-1,0000]",0.9716,1.58,0.9624
25,d_12,"[0,9165-1,0000]",0.9648,1.46,0.9607
25,~a_8,"[0,0000-0,1637]",0.9632,1.51,0.9607
28,a_8,"[0,0168-0,0877]",0.9656,1.28,0.9615
34,a_5,"[0,9196-1,0000]",0.9692,1.24,0.9627
34,~a_8,"[0,0489-0,1289]",0.9692,1.26,0.9627
35,d_17,"[0,9118-1,0000]",0.9698,1.49,0.9622
36,d_14,"[0,9753-1,0000]",0.9791,1.33,0.9779
36,~a_6,"[0,9618-1,0000]",0.9837,1.30,0.9779
36,~a_8,"[0,0531-0,0882]",0.9832,1.32,0.9779
37,~d_18,"[0,8712-1,0000]",0.9469,2.62,0.9393
38,a_7,"[0,0817-0,2456]",0.9747,1.53,0.9682
39,d_13,"[0,9280-1,0000]",0.9742,1.38,0.9680
40,a_6,"[0,8831-1,0000]",0.9691,1.05,0.9595
41,a_5,"[0,9609-1,0000]",0.9629,1.43,0.9615
43,d_11,"[0,7154-1,0000]",0.9953,1.49,0.9724
44,d_13,"[0,9059-1,0000]",0.9784,1.46,0.9731
47,~a_7,"[0,8770-1,0000]",0.9668,1.95,0.9537
47,a_9,"[0,0817-0,1977]",0.9603,1.93,0.9537
48,d_17,"[0,8371-1,0000]",0.9645,2.10,0.9629
48,a_7,"[0,8629-0,9949]",0.9755,2.19,0.9629
50,d_11,"[0,9644-1,0000]",0.9714,1.65,0.9697
50,~a_7,"[0,0781-0,1261]",0.9794,1.59,0.9697
50,a_7,"[0,8739-0,9219]",0.9794,1.69,0.9697
51,~d_18,"[0,9586-1,0000]",0.9608,1.69,0.9599
51,~a_7,"[0,6979-1,0000]",0.9792,1.73,0.9599
52,a_6,"[0,8734-1,0000]",0.9719,1.23,0.9609
52,a_9,"[0,9088-0,9999]",0.9676,1.26,0.9609
53,~a_7,"[0,7239-0,9903]",0.9700,2.01,0.9626
54,~a_0,"[0,8609-1,0000]",0.9746,1.75,0.9573
54,a_6,"[0,8532-1,0000]",0.9781,1.72,0.9573
54,a_8,"[0,8043-0,9943]",0.9802,1.76,0.9573
56,~a_2,"[0,9563-1,0000]",0.9634,1.80,0.9575
58,~d_12,"[0,7205-1,0000]",0.9853,1.93,0.9701
58,a_8,"[0,8111-0,9359]",0.9762,1.94,0.9701
59,d_9,"[0,9013-1,0000]",0.9767,1.43,0.9679
59,~a_6,"[0,9679-1,0000]",0.9682,1.48,0.9679
60,d_10,"[0,9612-1,0000]",0.9612,1.54,0.9612
60,a_7,"[0,9553-0,9952]",0.9647,1.62,0.9612
60,~a_7,"[0,0048-0,0447]",0.9647,1.71,0.9612
61,d_13,"[0,8601-1,0000]",0.9682,1.24,0.9507
61,a_8,"[0,8175-0,9998]",0.9648,1.27,0.9507
61,~a_8,"[0,0002-0,1825]",0.9648,1.28,0.9507
62,d_10,"[0,8141-1,0000]",0.9779,1.50,0.9680
63,~d_13,"[0,9377-1,0000]",0.9703,1.50,0.9658
63,a_8,"[0,8806-0,9652]",0.9757,1.51,0.9658
64,~d_16,"[0,9375-1,0000]",0.9703,1.41,0.9677
65,~d_16,"[0,9565-1,0000]",0.9630,1.31,0.9614
65,a_7,"[0,8566-1,0000]",0.9735,1.27,0.9614
65,a_8,"[0,0008-0,1071]",0.9705,1.23,0.9614
66,~a_2,"[0,9509-1,0000]",0.9515,1.72,0.9513
66,a_8,"[0,1426-0,2214]",0.9557,1.65,0.9513
67,d_12,"[0,9836-1,0000]",0.9836,1.32,0.9836
68,d_16,"[0,9537-1,0000]",0.9565,1.74,0.9555
68,a_8,"[0,8542-1,0000]",0.9648,1.67,0.9555
71,a_7,"[0,6780-0,8491]",0.9691,2.04,0.9535
71,a_8,"[0,7764-0,9482]",0.9722,2.06,0.9535
72,~d_13,"[0,9639-1,0000]",0.9731,2.58,0.9705
73,~a_3,"[0,9356-1,0000]",0.9737,1.79,0.9649
74,a_4,"[0,9599-1,0000]",0.9727,2.09,0.9693
74,~a_5,"[0,8723-1,0000]",0.9784,2.16,0.9693
74,a_8,"[0,8247-0,8555]",0.9693,2.16,0.9693
75,d_10,"[0,9629-1,0000]",0.9640,1.41,0.9629
75,~a_7,"[0,9498-0,9868]",0.9637,1.45,0.9629
75,a_7,"[0,0132-0,0502]",0.9637,1.47,0.9629
76,a_7,"[0,9635-0,9938]",0.9800,1.27,0.9769
78,~d_14,"[0,9461-1,0000]",0.9716,1.53,0.9674
