Prog,Lit,Intervalo,Metric,Time,Mass
0,d_13,"[0,4837-1,0000]",0.9563,1106.43,0.9527
0,~a_6,"[0,7197-1,0000]",0.9593,1113.94,0.9527
0,~a_8,"[0,0197-0,3000]",0.9593,1118.25,0.9527
1,~d_16,"[0,7739-1,0000]",0.9437,89.65,0.9300
2,a_3,"[0,6198-1,0000]",0.9320,168.13,0.9125
2,a_5,"[0,6287-1,0000]",0.9322,169.14,0.9125
3,a_0,"[0,5555-1,0000]",0.9484,626.56,0.9463
3,a_7,"[0,6447-0,9770]",0.9539,631.16,0.9463
3,~a_7,"[0,0230-0,3553]",0.9539,631.66,0.9463
4,a_7,"[0,2451-0,5312]",0.9647,90.16,0.9585
5,~d_9,"[0,9012-1,0000]",0.9536,184.56,0.9434
6,a_6,"[0,5037-1,0000]",0.9396,177.48,0.9347
6,a_8,"[0,1783-0,6911]",0.9429,177.73,0.9347
7,a_0,"[0,5196-1,0000]",0.9592,344.11,0.9588
7,~a_5,"[0,5196-1,0000]",0.9592,346.56,0.9588
8,a_4,"[0,8229-1,0000]",0.9623,359.61,0.9536
9,~a_7,"[0,2877-0,7621]",0.9414,176.68,0.9364
10,a_0,"[0,8916-1,0000]",0.9797,90.75,0.9740
10,a_7,"[0,2477-0,6377]",0.9767,91.39,0.9740
10,a_8,"[0,0000-0,3900]",0.9767,91.61,0.9740
11,a_7,"[0,8271-0,9504]",0.9611,682.27,0.9503
11,a_8,"[0,1837-0,3070]",0.9611,682.49,0.9503
12,a_8,"[0,3088-0,4981]",0.9600,46.23,0.9520
13,a_0,"[0,5146-1,0000]",0.9240,182.51,0.9211
14,a_7,"[0,1772-0,6242]",0.9500,307.14,0.9469
15,~a_0,"[0,6576-1,0000]",0.9463,717.17,0.9323
16,a_4,"[0,6451-1,0000]",0.9530,364.89,0.9417
16,a_8,"[0,1484-0,5033]",0.9530,367.81,0.9417
16,~a_8,"[0,4967-0,8516]",0.9530,367.40,0.9417
17,a_1,"[0,6156-1,0000]",0.9619,670.66,0.9517
17,~a_5,"[0,5403-1,0000]",0.9446,674.29,0.9517
17,~a_8,"[0,0837-0,2462]",0.9612,675.73,0.9517
18,a_7,"[0,4538-0,9538]",0.9389,664.71,0.9406
18,~a_8,"[0,2075-0,7076]",0.9389,664.51,0.9406
21,a_5,"[0,6635-1,0000]",0.9538,649.02,0.9471
21,a_9,"[0,2179-0,5545]",0.9538,649.50,0.9471
22,~d_17,"[0,9657-1,0000]",0.9657,82.25,0.9657
23,d_14,"[0,4755-1,0000]",0.9431,180.98,0.9460
23,~a_7,"[0,0133-0,1329]",0.9569,182.83,0.9460
25,~a_7,"[0,3275-0,8508]",0.9268,92.26,0.9323
26,~a_0,"[0,7048-1,0000]",0.9566,591.80,0.9424
27,a_9,"[0,8162-0,8787]",0.9471,581.53,0.9428
27,~a_8,"[0,1218-0,1962]",0.9482,582.13,0.9428
28,a_3,"[0,6159-1,0000]",0.9669,89.41,0.9585
29,a_7,"[0,5553-0,7195]",0.9450,349.89,0.9317
