Prog,Lit,Intervalo,Metric,Time,Mass
0,a_5,"[0,0037-1,0000]",0.0042,4.64,0.0048
1,a_18,"[0,0001-0,9988]",0.0013,5.28,0.0076
9,~d_38,"[0,4851-1,0000]",0.5366,6.89,0.4898
9,a_18,"[0,0012-0,5118]",0.5677,7.40,0.4898
11,a_19,"[0,0006-1,0000]",0.0008,7.30,0.0052
11,a_20,"[0,0000-0,9993]",0.0008,7.00,0.0052
12,d_59,"[0,0007-1,0000]",0.0008,6.26,0.0010
12,~a_11,"[0,0007-1,0000]",0.0008,6.22,0.0010
12,a_19,"[0,0006-0,9999]",0.0008,6.92,0.0010
13,~a_15,"[0,0000-0,9371]",0.0629,6.95,0.0629
15,a_3,"[0,0049-1,0000]",0.0052,6.43,0.0053
17,d_68,"[0,0488-1,0000]",0.0530,5.83,0.0536
21,d_68,"[0,0142-1,0000]",0.0148,5.04,0.0167
22,d_74,"[0,0005-1,0000]",0.0005,5.27,0.0011
22,a_17,"[0,0004-1,0000]",0.0005,5.81,0.0011
24,d_52,"[0,4783-1,0000]",0.5889,5.20,0.4797
24,~a_21,"[0,4775-1,0000]",0.5650,5.77,0.4797
25,~a_15,"[0,0000-0,9671]",0.0406,5.88,0.0339
28,~d_31,"[0,0582-1,0000]",0.0600,5.21,0.0593
29,d_76,"[0,0065-1,0000]",0.0065,5.10,0.0065
30,d_32,"[0,0012-1,0000]",0.0013,5.11,0.0027
30,~a_19,"[0,0005-0,9979]",0.0030,5.51,0.0027
31,~d_48,"[0,0315-1,0000]",0.0339,5.13,0.0340
33,~d_59,"[0,0007-1,0000]",0.0007,5.08,0.0026
33,a_15,"[0,0008-0,9982]",0.0026,5.81,0.0026
33,a_19,"[0,0014-0,9995]",0.0021,5.57,0.0026
34,d_42,"[0,0061-1,0000]",0.0063,5.21,0.0175
34,a_12,"[0,0167-1,0000]",0.0195,5.11,0.0175
35,d_69,"[0,0015-1,0000]",0.0015,5.12,0.0015
35,a_13,"[0,0013-1,0000]",0.0016,5.14,0.0015
38,d_31,"[0,0051-1,0000]",0.0056,5.18,0.0056
39,d_46,"[0,0632-1,0000]",0.0658,5.20,0.0658
40,~d_63,"[0,0533-1,0000]",0.0539,5.00,0.0534
40,a_17,"[0,0500-1,0000]",0.0557,5.30,0.0534
41,d_24,"[0,0545-1,0000]",0.0580,5.22,0.0552
42,a_21,"[0,0011-0,9920]",0.0094,5.33,0.0095
42,a_19,"[0,0082-0,9998]",0.0087,5.55,0.0095
43,a_12,"[0,0490-1,0000]",0.0511,5.17,0.0519
43,~a_18,"[0,0002-0,9594]",0.0483,5.24,0.0519
44,~a_18,"[0,0213-1,0000]",0.0246,5.39,0.0244
46,~a_9,"[0,0284-1,0000]",0.0310,5.14,0.0327
46,a_18,"[0,0221-0,9999]",0.0267,5.33,0.0327
48,d_29,"[0,0015-1,0000]",0.0015,5.13,0.0015
